transformer_id,transformer_name,feeder_id,cnc,substation_id,substation_name,age_years,load_factor,maintenance_score,oil_quality_index,temperature_rise_c,failure_within_1yr,pole_id,gps_lat,gps_lon,capacity_kva,installation_year,previous_failures,last_serviced_date,last_oil_replacement_date
T2372,Nkowankowa Substation 1 TX-090,F412,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,18.7,0.629,0.562,0.673,60.9,1,POLE-NKW-02372,-23.90379,30.23935,1000,2007,3,2026-06-18,2026-01-21
T2373,Lenyenye Substation 3 TX-084,F031,Lenyenye,SS-LNY-03,Lenyenye Substation 3,11.1,0.2,0.726,0.627,48.6,0,POLE-LNY-02373,-23.95445,30.30102,315,2015,0,2026-04-15,2026-02-17
T2374,Modjadjiskloof Substation 3 TX-096,F200,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,20.4,0.467,0.767,0.837,45.4,0,POLE-MDK-02374,-23.71235,30.12112,800,2006,2,2026-06-21,2025-08-16
T2375,Ga-Kgapane Substation 3 TX-084,F350,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,28.3,0.729,0.37,0.388,72.8,1,POLE-GKG-02375,-23.85542,30.38582,800,1998,4,2026-03-04,2026-03-25
T2376,Bolobedu Substation 1 TX-078,F496,Bolobedu,SS-BLB-01,Bolobedu Substation 1,11.4,0.192,0.809,0.569,45.7,0,POLE-BLB-02376,-23.9661,30.35358,1000,2015,2,2026-06-25,2025-10-25
T2377,Lenyenye Substation 2 TX-078,F427,Lenyenye,SS-LNY-02,Lenyenye Substation 2,11.4,0.313,0.799,0.833,52.1,0,POLE-LNY-02377,-23.93593,30.27037,1000,2015,1,2026-07-03,2026-03-31
T2378,Modjadjiskloof Substation 1 TX-110,F069,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,11.0,0.715,0.619,0.692,62.4,0,POLE-MDK-02378,-23.72493,30.12429,100,2015,1,2026-07-15,2025-11-18
T2379,Modjadjiskloof Substation 3 TX-097,F494,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,6.6,0.407,0.94,0.784,49.0,0,POLE-MDK-02379,-23.72796,30.12673,100,2019,1,2026-05-16,2025-12-20
T2380,Modjadjiskloof Substation 3 TX-098,F327,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,11.3,0.666,0.662,0.55,63.6,0,POLE-MDK-02380,-23.70939,30.1214,800,2015,0,2026-05-01,2023-11-15
T2381,Xihoko Substation 2 TX-092,F090,Xihoko,SS-XHK-02,Xihoko Substation 2,10.4,0.323,0.731,0.626,46.3,0,POLE-XHK-02381,-23.7892,30.2999,315,2016,0,2026-07-01,2023-06-04
T2382,Xihoko Substation 3 TX-109,F225,Xihoko,SS-XHK-03,Xihoko Substation 3,10.0,0.274,0.64,0.692,46.8,0,POLE-XHK-02382,-23.71661,30.36436,200,2016,3,2026-05-06,2026-03-23
T2383,Politsi Substation 2 TX-092,F459,Politsi,SS-PLT-02,Politsi Substation 2,9.9,0.84,0.667,0.516,59.8,0,POLE-PLT-02383,-23.82078,30.01234,100,2016,2,2026-07-08,2025-11-18
T2384,Bolobedu Substation 2 TX-089,F197,Bolobedu,SS-BLB-02,Bolobedu Substation 2,4.7,0.83,0.726,0.551,52.2,0,POLE-BLB-02384,-23.95262,30.36789,1600,2021,0,2026-05-02,2026-03-06
T2385,Politsi Substation 2 TX-093,F092,Politsi,SS-PLT-02,Politsi Substation 2,23.3,0.449,0.709,0.665,58.3,0,POLE-PLT-02385,-23.84016,30.01177,50,2003,1,2026-05-10,2025-11-21
T2386,Xihoko Substation 1 TX-112,F438,Xihoko,SS-XHK-01,Xihoko Substation 1,7.7,0.491,0.822,0.783,46.9,0,POLE-XHK-02386,-23.77376,30.36866,100,2018,0,2026-03-27,2026-04-03
T2387,Politsi Substation 3 TX-091,F477,Politsi,SS-PLT-03,Politsi Substation 3,29.3,0.555,0.819,0.594,64.1,0,POLE-PLT-02387,-23.82173,30.0747,315,1997,1,2026-07-13,2026-03-12
T2388,Tzaneen Substation 1 TX-077,F488,Tzaneen,SS-TZN-01,Tzaneen Substation 1,5.6,0.544,0.609,0.602,50.2,0,POLE-TZN-02388,-23.8191,30.16609,100,2020,2,2026-07-24,2026-01-27
T2389,Lenyenye Substation 2 TX-079,F478,Lenyenye,SS-LNY-02,Lenyenye Substation 2,33.6,0.837,0.531,0.584,74.4,1,POLE-LNY-02389,-23.94337,30.24662,50,1992,1,2025-11-04,2026-01-19
T2390,Nkowankowa Substation 3 TX-083,F437,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,9.1,0.359,0.292,0.342,57.7,0,POLE-NKW-02390,-23.92474,30.26476,200,2017,1,2026-02-09,2026-06-21
T2391,Xihoko Substation 3 TX-110,F228,Xihoko,SS-XHK-03,Xihoko Substation 3,21.7,0.756,0.738,0.673,60.6,1,POLE-XHK-02391,-23.72908,30.37546,315,2004,2,2026-06-13,2026-01-27
T2392,Tzaneen Substation 3 TX-079,F097,Tzaneen,SS-TZN-03,Tzaneen Substation 3,13.1,0.538,0.86,0.748,45.8,0,POLE-TZN-02392,-23.82014,30.19853,315,2013,0,2026-02-05,2024-09-11
T2393,Bolobedu Substation 1 TX-079,F309,Bolobedu,SS-BLB-01,Bolobedu Substation 1,4.1,0.417,0.834,0.838,46.0,0,POLE-BLB-02393,-23.96819,30.35655,500,2022,0,2025-10-17,2026-04-11
T2394,Bolobedu Substation 1 TX-080,F111,Bolobedu,SS-BLB-01,Bolobedu Substation 1,4.3,0.756,0.907,0.801,55.1,0,POLE-BLB-02394,-23.96991,30.35338,100,2022,1,2026-04-27,2025-08-02
T2395,Haenertsburg Substation 3 TX-081,F237,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,7.2,0.535,0.705,0.612,52.9,0,POLE-HBG-02395,-24.00669,29.93193,2000,2019,0,2026-05-12,2025-08-23
T2396,Lenyenye Substation 3 TX-085,F329,Lenyenye,SS-LNY-03,Lenyenye Substation 3,8.8,0.439,0.181,0.316,49.5,0,POLE-LNY-02396,-23.95149,30.31416,500,2017,2,2026-06-17,2025-12-07
T2397,Xihoko Substation 3 TX-111,F474,Xihoko,SS-XHK-03,Xihoko Substation 3,11.6,0.731,0.48,0.567,58.2,0,POLE-XHK-02397,-23.71522,30.37236,315,2014,3,2026-05-12,2026-03-22
T2398,Lenyenye Substation 2 TX-080,F145,Lenyenye,SS-LNY-02,Lenyenye Substation 2,15.1,0.571,0.587,0.693,56.6,0,POLE-LNY-02398,-23.93767,30.25452,1000,2011,2,2026-06-30,2026-05-02
T2399,Bolobedu Substation 1 TX-081,F126,Bolobedu,SS-BLB-01,Bolobedu Substation 1,10.6,0.714,0.815,0.683,50.4,0,POLE-BLB-02399,-23.96675,30.35059,2000,2015,1,2026-04-15,2026-04-05
T2400,Ga-Kgapane Substation 3 TX-085,F368,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,14.5,0.673,0.56,0.528,56.2,1,POLE-GKG-02400,-23.86678,30.37473,50,2011,1,2025-04-17,2026-05-04
T2401,Nkowankowa Substation 3 TX-084,F004,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,16.2,0.733,0.981,0.889,55.1,0,POLE-NKW-02401,-23.92417,30.26019,500,2010,0,2026-05-01,2026-06-26
T2402,Haenertsburg Substation 2 TX-097,F284,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,10.2,0.537,0.549,0.429,62.1,0,POLE-HBG-02402,-23.9714,29.92768,1600,2016,1,2025-11-22,2026-03-16
T2403,Tzaneen Substation 3 TX-080,F373,Tzaneen,SS-TZN-03,Tzaneen Substation 3,18.5,0.981,0.732,0.704,67.1,0,POLE-TZN-02403,-23.83202,30.20745,200,2008,2,2026-05-16,2025-05-26
T2404,Lenyenye Substation 2 TX-081,F276,Lenyenye,SS-LNY-02,Lenyenye Substation 2,21.2,0.398,0.835,0.701,52.0,0,POLE-LNY-02404,-23.93308,30.25731,1600,2005,2,2026-04-21,2025-08-26
T2405,Modjadjiskloof Substation 3 TX-099,F192,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,16.5,0.581,0.256,0.524,58.2,1,POLE-MDK-02405,-23.71433,30.11794,800,2010,2,2026-04-17,2026-02-03
T2406,Bolobedu Substation 3 TX-083,F415,Bolobedu,SS-BLB-03,Bolobedu Substation 3,17.1,0.739,0.197,0.3,63.8,1,POLE-BLB-02406,-23.99853,30.46584,50,2009,1,2026-06-30,2024-09-20
T2407,Ga-Kgapane Substation 2 TX-070,F186,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,13.7,0.721,0.51,0.372,61.3,1,POLE-GKG-02407,-23.83587,30.35675,1600,2012,1,2026-07-19,2026-02-24
T2408,Ga-Kgapane Substation 3 TX-086,F356,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,24.7,0.504,0.81,0.596,64.7,0,POLE-GKG-02408,-23.86093,30.38121,50,2001,2,2025-08-30,2026-05-23
T2409,Bolobedu Substation 3 TX-084,F233,Bolobedu,SS-BLB-03,Bolobedu Substation 3,11.8,0.6,0.479,0.377,49.9,0,POLE-BLB-02409,-23.98524,30.45227,1000,2014,1,2026-05-23,2024-01-21
T2410,Modjadjiskloof Substation 2 TX-086,F014,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,7.3,0.934,0.682,0.612,66.5,0,POLE-MDK-02410,-23.79053,30.12961,800,2019,0,2026-05-11,2025-10-20
T2411,Haenertsburg Substation 2 TX-098,F266,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,12.1,0.457,0.909,0.763,60.5,0,POLE-HBG-02411,-23.98059,29.92908,1600,2014,2,2026-07-23,2025-10-11
T2412,Haenertsburg Substation 3 TX-082,F025,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,4.2,0.771,0.423,0.526,56.8,0,POLE-HBG-02412,-23.99681,29.93095,200,2022,1,2026-04-30,2026-03-05
T2413,Lenyenye Substation 3 TX-086,F466,Lenyenye,SS-LNY-03,Lenyenye Substation 3,3.8,0.655,0.208,0.229,54.4,1,POLE-LNY-02413,-23.94442,30.3063,100,2022,1,2025-12-08,2026-01-06
T2414,Politsi Substation 2 TX-094,F301,Politsi,SS-PLT-02,Politsi Substation 2,21.3,0.815,0.606,0.713,69.7,0,POLE-PLT-02414,-23.8361,30.01655,500,2005,2,2026-02-24,2026-03-03
T2415,Modjadjiskloof Substation 2 TX-087,F187,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,29.6,0.625,0.383,0.449,70.9,1,POLE-MDK-02415,-23.77049,30.12571,1000,1996,2,2026-03-27,2025-05-27
T2416,Ga-Kgapane Substation 2 TX-071,F244,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,9.4,0.774,0.695,0.457,57.8,0,POLE-GKG-02416,-23.83631,30.34306,800,2017,2,2026-02-21,2026-04-06
T2417,Politsi Substation 3 TX-092,F310,Politsi,SS-PLT-03,Politsi Substation 3,21.4,0.656,0.437,0.5,59.4,1,POLE-PLT-02417,-23.83014,30.06509,50,2005,2,2026-05-19,2026-03-23
T2418,Tzaneen Substation 1 TX-078,F131,Tzaneen,SS-TZN-01,Tzaneen Substation 1,2.1,0.957,0.805,0.589,55.7,0,POLE-TZN-02418,-23.81778,30.16884,800,2024,1,2026-01-18,2025-06-13
T2419,Lenyenye Substation 2 TX-082,F145,Lenyenye,SS-LNY-02,Lenyenye Substation 2,16.5,0.353,0.876,0.736,51.4,0,POLE-LNY-02419,-23.92925,30.26075,315,2009,0,2025-07-02,2023-12-05
T2420,Nkowankowa Substation 1 TX-091,F210,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,11.9,0.893,0.283,0.471,68.8,1,POLE-NKW-02420,-23.89866,30.2411,1000,2014,2,2025-10-18,2025-12-06
T2421,Lenyenye Substation 3 TX-087,F130,Lenyenye,SS-LNY-03,Lenyenye Substation 3,32.7,0.81,0.342,0.403,77.6,1,POLE-LNY-02421,-23.94658,30.28665,2000,1993,2,2026-04-09,2026-04-05
T2422,Tzaneen Substation 3 TX-081,F379,Tzaneen,SS-TZN-03,Tzaneen Substation 3,10.7,0.308,0.836,0.669,49.4,0,POLE-TZN-02422,-23.83722,30.18268,1600,2015,0,2026-06-22,2026-05-07
T2423,Xihoko Substation 1 TX-113,F052,Xihoko,SS-XHK-01,Xihoko Substation 1,5.2,0.792,0.254,0.499,55.9,0,POLE-XHK-02423,-23.77615,30.362,2000,2021,1,2026-06-18,2025-10-15
T2424,Lenyenye Substation 2 TX-083,F414,Lenyenye,SS-LNY-02,Lenyenye Substation 2,3.3,0.331,0.623,0.64,48.0,0,POLE-LNY-02424,-23.93764,30.25304,800,2023,0,2026-04-25,2025-01-16
T2425,Lenyenye Substation 2 TX-084,F175,Lenyenye,SS-LNY-02,Lenyenye Substation 2,12.1,0.553,0.263,0.336,58.3,0,POLE-LNY-02425,-23.94232,30.26448,1000,2014,2,2026-06-18,2025-01-10
T2426,Ga-Kgapane Substation 2 TX-072,F281,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,13.7,0.58,0.58,0.636,64.7,0,POLE-GKG-02426,-23.83661,30.35375,50,2012,1,2026-03-29,2025-10-01
T2427,Nkowankowa Substation 1 TX-092,F079,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,10.2,0.368,0.854,0.742,43.6,0,POLE-NKW-02427,-23.9044,30.24759,100,2016,3,2026-05-23,2026-05-17
T2428,Ga-Kgapane Substation 1 TX-091,F193,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,21.8,0.591,0.851,0.751,60.5,0,POLE-GKG-02428,-23.83751,30.30838,100,2004,0,2026-06-24,2025-12-19
T2429,Bolobedu Substation 1 TX-082,F378,Bolobedu,SS-BLB-01,Bolobedu Substation 1,27.6,0.317,0.393,0.588,69.9,1,POLE-BLB-02429,-23.96182,30.36178,1000,1998,1,2026-03-21,2026-05-28
T2430,Tzaneen Substation 1 TX-079,F136,Tzaneen,SS-TZN-01,Tzaneen Substation 1,9.3,0.534,0.277,0.398,61.4,0,POLE-TZN-02430,-23.83503,30.16807,800,2017,2,2026-02-25,2024-06-16
T2431,Tzaneen Substation 1 TX-080,F067,Tzaneen,SS-TZN-01,Tzaneen Substation 1,2.5,0.869,0.587,0.681,58.1,0,POLE-TZN-02431,-23.82746,30.16709,2000,2024,0,2026-03-05,2026-03-26
T2432,Ga-Kgapane Substation 2 TX-073,F261,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,14.6,0.431,0.274,0.372,59.0,0,POLE-GKG-02432,-23.84109,30.35518,1000,2011,1,2026-03-25,2025-12-23
T2433,Modjadjiskloof Substation 1 TX-111,F082,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,25.0,0.545,0.438,0.637,61.8,1,POLE-MDK-02433,-23.72023,30.11531,1600,2001,2,2026-02-21,2025-03-08
T2434,Tzaneen Substation 2 TX-093,F158,Tzaneen,SS-TZN-02,Tzaneen Substation 2,9.3,0.796,0.331,0.328,62.3,1,POLE-TZN-02434,-23.80875,30.1959,1000,2017,4,2025-10-12,2025-12-22
T2435,Xihoko Substation 3 TX-112,F226,Xihoko,SS-XHK-03,Xihoko Substation 3,17.1,0.839,0.209,0.348,65.6,1,POLE-XHK-02435,-23.71722,30.36924,800,2009,0,2026-06-12,2024-04-18
T2436,Haenertsburg Substation 2 TX-099,F283,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,4.9,0.216,0.061,0.155,43.2,1,POLE-HBG-02436,-23.97332,29.92471,500,2021,3,2026-06-10,2026-07-17
T2437,Ga-Kgapane Substation 3 TX-087,F320,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,14.4,0.312,0.694,0.548,54.8,0,POLE-GKG-02437,-23.87422,30.36855,100,2012,2,2026-02-25,2026-03-22
T2438,Nkowankowa Substation 2 TX-094,F339,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,17.3,0.22,0.314,0.33,47.6,0,POLE-NKW-02438,-23.94307,30.23589,800,2009,0,2026-05-13,2025-04-01
T2439,Modjadjiskloof Substation 1 TX-112,F423,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,14.6,0.372,0.898,0.875,50.5,0,POLE-MDK-02439,-23.7202,30.11985,500,2011,0,2026-02-16,2025-09-23
T2440,Tzaneen Substation 3 TX-082,F034,Tzaneen,SS-TZN-03,Tzaneen Substation 3,35.0,0.586,0.699,0.675,66.2,0,POLE-TZN-02440,-23.82136,30.18694,2000,1991,1,2026-02-04,2026-03-31
T2441,Bolobedu Substation 3 TX-085,F182,Bolobedu,SS-BLB-03,Bolobedu Substation 3,29.4,0.617,0.631,0.681,60.2,0,POLE-BLB-02441,-23.98033,30.44474,2000,1997,0,2025-12-11,2026-05-20
T2442,Modjadjiskloof Substation 2 TX-088,F001,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,19.2,0.249,0.703,0.594,59.3,0,POLE-MDK-02442,-23.78609,30.12175,315,2007,1,2026-07-12,2025-09-12
T2443,Xihoko Substation 1 TX-114,F005,Xihoko,SS-XHK-01,Xihoko Substation 1,23.5,0.504,0.552,0.692,51.5,1,POLE-XHK-02443,-23.77282,30.36584,100,2003,2,2026-04-25,2026-01-15
T2444,Politsi Substation 1 TX-079,F107,Politsi,SS-PLT-01,Politsi Substation 1,14.3,0.466,0.577,0.422,53.9,0,POLE-PLT-02444,-23.79688,30.05855,100,2012,0,2026-03-11,2026-07-09
T2445,Modjadjiskloof Substation 1 TX-113,F300,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,11.5,0.829,0.954,0.87,52.6,0,POLE-MDK-02445,-23.72998,30.12194,500,2015,0,2026-07-05,2026-05-31
T2446,Xihoko Substation 1 TX-115,F448,Xihoko,SS-XHK-01,Xihoko Substation 1,8.6,0.339,0.905,0.691,46.9,0,POLE-XHK-02446,-23.78892,30.37364,2000,2017,1,2026-05-30,2025-08-14
T2447,Xihoko Substation 1 TX-116,F387,Xihoko,SS-XHK-01,Xihoko Substation 1,4.8,0.459,0.609,0.594,45.2,0,POLE-XHK-02447,-23.77267,30.36629,1600,2021,0,2026-03-28,2025-09-25
T2448,Bolobedu Substation 2 TX-090,F324,Bolobedu,SS-BLB-02,Bolobedu Substation 2,30.3,0.694,0.36,0.465,78.4,1,POLE-BLB-02448,-23.94773,30.37678,2000,1996,3,2026-05-25,2026-02-12
T2449,Modjadjiskloof Substation 3 TX-100,F390,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,35.0,0.425,0.76,0.77,55.6,0,POLE-MDK-02449,-23.71897,30.11645,200,1991,1,2026-06-28,2026-06-01
T2450,Nkowankowa Substation 3 TX-085,F086,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,12.3,0.241,0.45,0.491,70.3,0,POLE-NKW-02450,-23.91105,30.25573,50,2014,2,2026-05-06,2025-07-01
T2451,Haenertsburg Substation 3 TX-083,F420,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,12.4,0.309,0.477,0.543,45.2,0,POLE-HBG-02451,-24.0018,29.93741,1000,2014,2,2025-10-25,2025-03-02
T2452,Lenyenye Substation 3 TX-088,F446,Lenyenye,SS-LNY-03,Lenyenye Substation 3,17.8,0.389,0.589,0.702,67.4,0,POLE-LNY-02452,-23.95373,30.29096,315,2008,3,2026-03-06,2025-10-17
T2453,Xihoko Substation 2 TX-093,F048,Xihoko,SS-XHK-02,Xihoko Substation 2,10.7,0.761,0.761,0.748,61.2,0,POLE-XHK-02453,-23.79388,30.298,500,2015,1,2026-04-26,2026-05-05
T2454,Ga-Kgapane Substation 1 TX-092,F235,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,5.3,0.463,0.715,0.541,49.1,0,POLE-GKG-02454,-23.84418,30.30546,1000,2021,2,2026-02-14,2026-02-24
T2455,Tzaneen Substation 3 TX-083,F416,Tzaneen,SS-TZN-03,Tzaneen Substation 3,4.1,0.159,0.641,0.608,42.1,0,POLE-TZN-02455,-23.81999,30.19846,2000,2022,1,2026-04-30,2024-05-15
T2456,Tzaneen Substation 1 TX-081,F239,Tzaneen,SS-TZN-01,Tzaneen Substation 1,35.0,0.609,0.458,0.56,68.4,1,POLE-TZN-02456,-23.83281,30.16497,100,1991,3,2026-05-16,2025-11-15
T2457,Haenertsburg Substation 1 TX-089,F421,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,2.8,0.539,0.763,0.736,48.1,0,POLE-HBG-02457,-23.95441,29.95525,800,2023,1,2026-06-26,2024-06-21
T2458,Haenertsburg Substation 2 TX-100,F468,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,15.0,0.955,0.375,0.575,62.0,1,POLE-HBG-02458,-23.97859,29.94469,50,2011,0,2026-04-20,2026-02-25
T2459,Modjadjiskloof Substation 1 TX-114,F238,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,3.2,0.621,0.656,0.637,53.7,0,POLE-MDK-02459,-23.70304,30.1269,500,2023,1,2026-02-27,2026-01-09
T2460,Modjadjiskloof Substation 1 TX-115,F030,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,11.1,0.779,0.644,0.562,60.6,0,POLE-MDK-02460,-23.72875,30.12785,50,2015,0,2026-07-25,2026-05-20
T2461,Bolobedu Substation 3 TX-086,F171,Bolobedu,SS-BLB-03,Bolobedu Substation 3,9.2,0.577,0.779,0.637,47.8,0,POLE-BLB-02461,-23.98268,30.4521,1600,2017,1,2026-06-06,2026-05-05
T2462,Politsi Substation 1 TX-080,F108,Politsi,SS-PLT-01,Politsi Substation 1,3.7,0.422,0.43,0.39,52.6,0,POLE-PLT-02462,-23.79556,30.06876,800,2022,0,2026-04-20,2026-05-07
T2463,Modjadjiskloof Substation 1 TX-116,F238,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,18.2,0.481,0.732,0.739,56.0,0,POLE-MDK-02463,-23.71792,30.12293,200,2008,1,2026-06-04,2026-05-07
T2464,Politsi Substation 3 TX-093,F293,Politsi,SS-PLT-03,Politsi Substation 3,5.0,0.451,0.795,0.745,42.0,0,POLE-PLT-02464,-23.82236,30.06994,200,2021,0,2026-02-26,2025-10-01
T2465,Modjadjiskloof Substation 2 TX-089,F232,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,3.3,0.274,0.353,0.396,44.7,0,POLE-MDK-02465,-23.78192,30.11757,800,2023,0,2026-02-07,2023-12-17
T2466,Lenyenye Substation 2 TX-085,F098,Lenyenye,SS-LNY-02,Lenyenye Substation 2,19.6,0.652,0.498,0.544,64.9,1,POLE-LNY-02466,-23.93844,30.25554,200,2006,2,2026-05-16,2025-11-11
T2467,Tzaneen Substation 2 TX-094,F151,Tzaneen,SS-TZN-02,Tzaneen Substation 2,9.3,0.26,0.712,0.506,53.6,0,POLE-TZN-02467,-23.81077,30.19833,315,2017,1,2026-02-19,2026-06-19
T2468,Nkowankowa Substation 3 TX-086,F340,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,6.7,0.888,0.546,0.405,61.6,0,POLE-NKW-02468,-23.91214,30.27452,50,2019,2,2026-07-04,2025-11-30
T2469,Modjadjiskloof Substation 2 TX-090,F014,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,20.3,0.302,0.925,0.865,54.0,0,POLE-MDK-02469,-23.77018,30.12977,315,2006,1,2026-04-26,2026-03-21
T2470,Politsi Substation 1 TX-081,F108,Politsi,SS-PLT-01,Politsi Substation 1,4.8,0.625,0.5,0.696,56.0,0,POLE-PLT-02470,-23.80272,30.05852,1000,2021,0,2026-06-09,2025-07-30
T2471,Ga-Kgapane Substation 2 TX-074,F447,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,2.5,0.577,0.725,0.64,55.2,0,POLE-GKG-02471,-23.84344,30.35469,50,2023,1,2026-03-21,2026-05-14
T2472,Xihoko Substation 2 TX-094,F050,Xihoko,SS-XHK-02,Xihoko Substation 2,26.5,0.57,0.281,0.373,69.8,1,POLE-XHK-02472,-23.78938,30.30362,1600,2000,3,2026-02-23,2025-11-19
T2473,Haenertsburg Substation 2 TX-101,F208,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,34.9,0.262,0.714,0.78,54.2,1,POLE-HBG-02473,-23.9893,29.92065,200,1991,4,2026-04-14,2025-05-01
T2474,Politsi Substation 3 TX-094,F104,Politsi,SS-PLT-03,Politsi Substation 3,10.9,0.488,0.602,0.574,57.4,1,POLE-PLT-02474,-23.82088,30.07973,1000,2015,0,2026-03-28,2024-04-05
T2475,Nkowankowa Substation 1 TX-093,F053,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,0.5,0.269,0.765,0.616,40.2,0,POLE-NKW-02475,-23.90408,30.24795,100,2026,0,2026-05-19,2025-11-07
T2476,Haenertsburg Substation 3 TX-084,F212,Haenertsburg,SS-HBG-03,Haenertsburg Substation 3,10.8,0.62,0.47,0.592,58.0,0,POLE-HBG-02476,-24.00878,29.92286,100,2015,1,2026-03-18,2025-08-29
T2477,Ga-Kgapane Substation 2 TX-075,F261,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,21.1,0.502,0.881,0.791,52.3,0,POLE-GKG-02477,-23.83735,30.35298,1600,2005,1,2026-07-07,2025-10-26
T2478,Lenyenye Substation 1 TX-091,F089,Lenyenye,SS-LNY-01,Lenyenye Substation 1,24.8,0.539,0.77,0.716,56.8,0,POLE-LNY-02478,-23.9541,30.2676,2000,2001,2,2026-05-19,2026-03-24
T2479,Modjadjiskloof Substation 2 TX-091,F039,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,5.3,0.385,0.307,0.474,45.6,0,POLE-MDK-02479,-23.78602,30.13642,200,2021,2,2026-06-20,2025-05-07
T2480,Nkowankowa Substation 3 TX-087,F068,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,9.6,0.467,0.743,0.704,42.7,0,POLE-NKW-02480,-23.91622,30.26389,2000,2016,0,2025-11-22,2026-04-04
T2481,Xihoko Substation 2 TX-095,F326,Xihoko,SS-XHK-02,Xihoko Substation 2,14.2,0.951,0.271,0.391,65.5,1,POLE-XHK-02481,-23.79159,30.29417,1600,2012,0,2026-05-29,2025-10-09
T2482,Xihoko Substation 1 TX-117,F431,Xihoko,SS-XHK-01,Xihoko Substation 1,20.3,0.66,0.342,0.387,60.6,0,POLE-XHK-02482,-23.79394,30.3685,200,2006,4,2025-09-07,2026-06-19
T2483,Nkowankowa Substation 3 TX-088,F091,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,18.9,0.251,0.424,0.383,58.8,0,POLE-NKW-02483,-23.91718,30.26103,1600,2007,1,2025-12-05,2026-04-26
T2484,Tzaneen Substation 2 TX-095,F161,Tzaneen,SS-TZN-02,Tzaneen Substation 2,17.0,0.571,0.494,0.477,54.8,0,POLE-TZN-02484,-23.8091,30.20004,2000,2009,3,2026-05-09,2026-01-19
T2485,Xihoko Substation 2 TX-096,F172,Xihoko,SS-XHK-02,Xihoko Substation 2,24.7,0.7,0.58,0.609,61.9,1,POLE-XHK-02485,-23.7889,30.30078,200,2001,4,2026-06-03,2026-01-13
T2486,Ga-Kgapane Substation 1 TX-093,F181,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,11.5,0.879,0.539,0.579,61.8,1,POLE-GKG-02486,-23.84405,30.29361,315,2015,2,2026-05-06,2026-03-08
T2487,Modjadjiskloof Substation 3 TX-101,F123,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,30.5,0.519,0.531,0.648,73.1,1,POLE-MDK-02487,-23.71233,30.11668,200,1996,1,2025-07-16,2026-01-14
