meter_id,declared_kwh,transformer_feed_estimate_kwh,historical_avg_kwh,pct_drop_recent,night_usage_ratio,area_theft_history_rate,meter_reversal_events_6mo,zero_consumption_days_90d,tamper_alarm_count,confirmed_incidents_nearby_12mo,feeder_id,cnc,substation_id,substation_name,meter_lat,meter_lon,is_theft
M07898,70.2,73.7,63.3,0.034,0.229,0.044,0,0,0,2,F339,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.95267,30.25084,0
M07899,127.3,111.2,139.2,0.083,0.244,0.312,0,0,0,6,F490,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97805,29.93296,0
M07900,161.3,170.0,170.8,0.038,0.16,0.075,0,1,1,3,F484,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.96132,30.36438,0
M07901,56.2,67.7,61.1,0.02,0.225,0.157,0,0,0,3,F193,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.84395,30.29431,1
M07902,58.5,51.3,53.0,0.0,0.22,0.144,0,2,0,2,F038,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.95942,30.26041,0
M07903,110.3,88.3,103.0,0.071,0.222,0.046,0,0,0,2,F101,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86722,30.38876,1
M07904,106.4,117.6,110.7,0.034,0.164,0.123,0,0,0,3,F120,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.81753,30.1974,0
M07905,132.1,121.3,126.4,0.148,0.122,0.039,0,0,0,0,F479,Politsi,SS-PLT-02,Politsi Substation 2,-23.83387,30.0392,0
M07906,168.3,185.1,171.2,0.0,0.192,0.04,0,0,0,1,F368,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.87507,30.36993,0
M07907,100.2,92.8,116.2,0.096,0.16,0.067,0,0,0,1,F012,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.73573,30.12179,0
M07908,81.5,92.5,76.2,0.063,0.151,0.079,0,0,0,3,F030,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72618,30.12776,0
M07909,82.7,58.6,86.8,0.061,0.175,0.075,0,0,0,3,F060,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93996,30.26059,0
M07910,214.6,213.0,219.3,0.072,0.206,0.066,0,0,0,1,F149,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82508,30.17296,0
M07911,137.0,129.2,140.9,0.124,0.251,0.147,0,2,0,4,F440,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78077,30.37817,0
M07912,164.6,157.6,167.5,0.073,0.318,0.068,0,0,0,2,F349,Politsi,SS-PLT-02,Politsi Substation 2,-23.83838,30.03431,0
M07913,273.2,257.8,279.0,0.041,0.058,0.135,0,1,1,3,F301,Politsi,SS-PLT-02,Politsi Substation 2,-23.83766,30.03137,0
M07914,154.6,135.3,157.7,0.0,0.232,0.03,0,0,0,2,F415,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.99777,30.4429,0
M07915,100.0,113.9,91.3,0.0,0.293,0.163,0,2,0,5,F374,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71601,30.1204,0
M07916,28.7,30.6,26.1,0.068,0.242,0.116,0,0,0,1,F492,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86173,30.37373,0
M07917,124.1,124.8,124.6,0.009,0.332,0.181,0,0,0,4,F232,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77334,30.12591,0
M07918,112.5,117.1,118.9,0.006,0.275,0.02,0,0,0,0,F241,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94724,29.96112,0
M07919,109.6,107.4,101.9,0.093,0.241,0.143,0,0,0,2,F024,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80598,30.17969,0
M07920,75.3,68.0,66.6,0.0,0.133,0.141,0,0,0,4,F054,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.91097,30.2481,0
M07921,248.1,221.9,234.2,0.118,0.18,0.064,0,1,0,2,F486,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94912,29.95808,0
M07922,155.8,150.3,145.7,0.024,0.071,0.044,0,1,0,1,F474,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.72201,30.37865,0
M07923,251.0,236.5,259.4,0.134,0.272,0.139,0,0,0,3,F284,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97122,29.93674,0
M07924,114.5,128.3,109.2,0.042,0.34,0.173,0,0,0,2,F469,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.82063,30.18852,0
M07925,51.3,55.3,54.5,0.222,0.288,0.146,0,0,0,5,F451,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.98216,29.93026,0
M07926,48.6,44.0,52.8,0.05,0.274,0.108,0,0,0,1,F441,Politsi,SS-PLT-03,Politsi Substation 3,-23.82967,30.06565,0
M07927,56.8,78.7,49.3,0.115,0.335,0.079,0,2,0,1,F438,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.77733,30.36669,0
M07928,104.9,208.2,110.9,0.377,0.521,0.083,0,1,0,1,F217,Politsi,SS-PLT-01,Politsi Substation 1,-23.7909,30.06242,1
M07929,131.0,132.0,127.7,0.036,0.347,0.031,0,0,0,2,F133,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96202,30.26916,0
M07930,109.2,114.1,116.8,0.044,0.091,0.055,0,2,0,1,F425,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77875,30.12784,0
M07931,117.8,119.6,123.3,0.032,0.23,0.112,0,0,0,0,F414,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.9333,30.25876,0
M07932,151.2,140.3,143.7,0.053,0.202,0.108,0,0,0,0,F309,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.97029,30.34361,0
M07933,74.0,67.8,82.4,0.067,0.319,0.17,0,0,0,4,F198,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.90425,30.27218,0
M07934,58.4,49.4,60.7,0.03,0.258,0.039,0,0,0,0,F263,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95188,30.30768,0
M07935,68.7,68.2,78.5,0.088,0.354,0.048,0,1,0,0,F113,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92887,30.26821,0
M07936,128.9,134.7,143.4,0.036,0.238,0.124,1,0,0,5,F155,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.9652,30.37156,0
M07937,159.9,161.2,165.0,0.005,0.213,0.05,0,1,0,1,F304,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.97225,30.35742,0
M07938,61.7,61.5,63.5,0.154,0.28,0.126,0,0,0,0,F095,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93363,30.2579,0
M07939,156.1,146.4,163.2,0.151,0.122,0.212,0,0,0,4,F474,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.71675,30.36554,0
M07940,157.5,143.9,166.0,0.106,0.402,0.088,0,1,0,1,F487,Politsi,SS-PLT-02,Politsi Substation 2,-23.83186,30.02377,0
M07941,140.4,126.9,131.3,0.205,0.152,0.025,0,0,0,1,F489,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92105,30.26793,0
M07942,76.3,75.2,63.0,0.05,0.234,0.067,0,0,0,1,F401,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77885,30.13453,0
M07943,116.7,107.9,117.9,0.0,0.179,0.139,0,0,0,6,F346,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93591,30.26963,0
M07944,92.6,106.9,76.0,0.048,0.278,0.127,0,0,0,1,F184,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94746,30.24788,0
M07945,125.0,101.1,132.9,0.037,0.133,0.037,0,1,0,1,F099,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.79277,30.29722,0
M07946,149.2,138.9,134.7,0.101,0.219,0.17,0,0,0,1,F464,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.77381,30.37412,0
M07947,137.6,122.8,145.7,0.054,0.179,0.069,0,0,0,2,F293,Politsi,SS-PLT-03,Politsi Substation 3,-23.8353,30.0617,0
M07948,170.4,167.0,165.0,0.06,0.385,0.048,0,1,0,2,F174,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.95789,30.29716,0
M07949,108.7,112.9,103.5,0.025,0.274,0.099,0,0,0,3,F162,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94851,29.95353,0
M07950,61.9,118.2,46.8,0.113,0.307,0.025,2,6,0,0,F328,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96526,30.34871,1
M07951,146.4,112.6,151.2,0.108,0.281,0.129,0,0,0,4,F046,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.95278,30.35209,0
M07952,82.3,85.4,74.6,0.05,0.133,0.096,0,0,0,4,F373,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83799,30.19552,0
M07953,166.4,124.6,159.4,0.063,0.103,0.12,0,0,0,1,F334,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90387,30.24298,0
M07954,61.7,53.9,71.4,0.16,0.156,0.144,0,0,0,3,F038,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.95738,30.27031,0
M07955,287.8,214.9,291.2,0.048,0.206,0.043,0,0,0,0,F421,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.93879,29.95523,0
M07956,155.1,139.0,146.1,0.004,0.191,0.12,0,0,0,1,F494,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71316,30.13362,0
M07957,131.4,124.4,133.4,0.0,0.174,0.198,0,0,0,7,F430,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.95881,30.27418,0
M07958,137.2,145.2,136.4,0.058,0.0,0.122,0,0,0,3,F451,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.97923,29.92068,0
M07959,121.9,110.9,126.3,0.064,0.361,0.04,0,0,0,0,F243,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.85457,30.35395,0
M07960,114.7,115.5,109.9,0.099,0.37,0.063,0,0,0,0,F170,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.70763,30.37139,0
M07961,174.6,182.7,186.9,0.119,0.287,0.102,0,0,0,2,F115,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.8977,30.25024,0
M07962,66.1,72.5,62.2,0.027,0.397,0.03,0,1,0,0,F077,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94383,30.2479,0
M07963,109.9,145.6,97.2,0.193,0.49,0.186,1,2,0,5,F469,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80536,30.1957,1
M07964,84.6,101.1,93.2,0.035,0.429,0.126,0,2,0,4,F392,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.83141,30.30293,0
M07965,75.5,65.4,71.7,0.09,0.148,0.086,0,0,0,4,F339,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.93717,30.24703,0
M07966,47.7,52.6,47.7,0.0,0.198,0.143,0,0,0,4,F357,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92736,30.27448,0
M07967,151.2,154.8,153.4,0.102,0.074,0.126,0,0,0,3,F390,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.69828,30.12909,0
M07968,52.4,58.6,53.5,0.141,0.196,0.101,0,0,0,5,F284,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.98237,29.93672,0
M07969,185.2,181.5,181.4,0.017,0.105,0.059,0,0,0,2,F370,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71021,30.12401,0
M07970,239.3,207.1,231.8,0.0,0.424,0.142,0,1,0,5,F094,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.94711,30.30304,0
M07971,150.7,151.5,157.4,0.086,0.065,0.131,0,0,0,5,F390,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.71461,30.11782,0
M07972,162.2,144.6,165.8,0.166,0.164,0.123,0,2,0,5,F169,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.95343,30.25972,0
M07973,219.7,177.5,211.8,0.088,0.29,0.041,0,1,0,1,F246,Politsi,SS-PLT-03,Politsi Substation 3,-23.83072,30.07368,0
M07974,74.6,54.8,67.4,0.065,0.268,0.199,0,3,0,3,F111,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.96357,30.34687,0
M07975,50.0,49.8,39.0,0.046,0.226,0.089,1,1,0,1,F165,Politsi,SS-PLT-03,Politsi Substation 3,-23.82452,30.06717,0
M07976,46.9,40.0,51.1,0.074,0.196,0.057,0,2,0,3,F356,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86543,30.37556,0
M07977,58.8,59.7,61.7,0.0,0.33,0.065,0,0,0,1,F214,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.94715,29.95464,0
M07978,248.2,201.4,236.5,0.082,0.085,0.117,0,0,0,2,F415,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.99,30.44941,0
M07979,189.5,205.8,180.3,0.113,0.136,0.174,0,2,0,2,F135,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77533,30.12476,0
M07980,187.4,185.7,191.6,0.0,0.063,0.122,0,1,0,4,F061,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96665,30.24993,0
M07981,203.9,179.9,185.1,0.109,0.267,0.104,0,0,0,2,F132,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.89845,30.24452,0
M07982,167.6,155.2,171.3,0.008,0.153,0.112,0,1,0,1,F149,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.8227,30.14948,0
M07983,174.4,151.9,177.5,0.0,0.333,0.027,0,0,0,0,F477,Politsi,SS-PLT-03,Politsi Substation 3,-23.82529,30.07382,0
M07984,165.6,184.2,173.4,0.016,0.115,0.06,0,0,0,0,F213,Politsi,SS-PLT-03,Politsi Substation 3,-23.83428,30.07236,0
M07985,197.5,151.3,193.9,0.0,0.258,0.098,0,0,0,2,F410,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86621,30.37351,0
M07986,107.3,109.0,107.9,0.04,0.152,0.157,0,0,0,4,F085,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.97072,30.35214,1
M07987,60.9,62.8,54.7,0.134,0.163,0.048,0,1,0,4,F174,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.9465,30.29017,0
M07988,114.2,116.9,122.4,0.056,0.089,0.13,0,0,0,3,F343,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.72478,30.36615,0
M07989,103.6,96.5,115.7,0.137,0.117,0.059,0,0,0,1,F083,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78529,30.36519,0
M07990,99.0,127.7,92.9,0.027,0.22,0.032,0,0,0,1,F188,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.92434,30.25735,0
M07991,36.0,34.9,24.4,0.095,0.226,0.168,0,1,0,3,F183,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72528,30.13687,0
M07992,147.8,136.3,157.6,0.005,0.254,0.034,0,0,0,1,F416,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.82916,30.18684,0
M07993,184.5,203.0,187.3,0.101,0.209,0.087,0,0,0,0,F135,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.77482,30.12189,0
M07994,243.8,234.2,245.3,0.11,0.267,0.123,0,0,0,4,F459,Politsi,SS-PLT-02,Politsi Substation 2,-23.84224,30.02694,0
M07995,48.6,72.6,48.9,0.368,0.604,0.157,3,4,2,2,F313,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84529,30.3549,0
M07996,143.1,148.5,141.8,0.077,0.185,0.118,0,0,0,3,F229,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.85561,30.38005,0
M07997,298.1,293.5,288.6,0.0,0.261,0.128,0,0,0,1,F183,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.7119,30.11336,0
M07998,143.2,149.5,134.1,0.121,0.059,0.138,0,0,0,2,F021,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72846,30.12082,0
M07999,151.8,113.1,143.5,0.015,0.322,0.098,0,0,0,5,F351,Politsi,SS-PLT-02,Politsi Substation 2,-23.83953,30.0279,0
M08000,314.1,291.5,317.0,0.031,0.157,0.071,0,0,0,1,F488,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.82632,30.16685,0
M08001,144.3,167.4,154.6,0.029,0.291,0.16,0,0,0,2,F142,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.79971,30.191,0
M08002,308.3,310.6,298.5,0.074,0.21,0.062,0,0,0,0,F169,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.95209,30.26198,0
M08003,210.9,209.2,199.8,0.021,0.174,0.048,1,0,0,3,F142,Tzaneen,SS-TZN-02,Tzaneen Substation 2,-23.80881,30.19558,0
M08004,108.2,116.0,119.3,0.093,0.156,0.083,0,0,0,2,F499,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.94865,30.38291,0
M08005,92.2,104.0,87.7,0.0,0.175,0.209,0,1,0,5,F423,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72497,30.12932,0
M08006,96.8,98.0,99.2,0.138,0.165,0.074,0,0,0,2,F374,Modjadjiskloof,SS-MDK-03,Modjadjiskloof Substation 3,-23.7098,30.11962,0
M08007,127.4,106.9,126.1,0.121,0.142,0.082,0,0,0,7,F495,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.9023,30.24679,0
M08008,60.1,96.4,55.2,0.319,0.509,0.11,3,4,0,1,F350,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.85627,30.37821,1
M08009,132.5,125.2,134.0,0.0,0.16,0.168,0,0,0,4,F185,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.79196,30.29572,0
M08010,206.5,211.0,207.6,0.071,0.245,0.138,0,0,0,3,F459,Politsi,SS-PLT-02,Politsi Substation 2,-23.83443,30.02593,0
M08011,120.6,221.8,110.4,0.189,0.306,0.198,0,5,1,7,F258,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.78338,30.3759,1
M08012,63.6,64.6,68.3,0.332,0.724,0.271,1,4,0,5,F256,Haenertsburg,SS-HBG-01,Haenertsburg Substation 1,-23.95425,29.95954,1
M08013,62.8,79.2,56.2,0.122,0.133,0.206,0,0,0,6,F253,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.85121,30.3498,0
M08014,122.4,106.8,125.7,0.033,0.191,0.09,0,0,0,2,F356,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86846,30.38312,1
M08015,102.7,173.4,101.0,0.28,0.386,0.077,1,3,0,1,F339,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94915,30.25402,1
M08016,158.1,147.9,154.6,0.066,0.194,0.122,0,1,0,2,F350,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.86522,30.38816,0
M08017,211.9,198.8,208.5,0.066,0.312,0.08,0,0,0,2,F456,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.98722,30.44667,0
M08018,230.1,206.6,222.6,0.073,0.114,0.117,0,0,0,2,F145,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93569,30.26791,0
M08019,163.2,173.4,161.1,0.091,0.266,0.276,0,1,0,8,F135,Modjadjiskloof,SS-MDK-02,Modjadjiskloof Substation 2,-23.7822,30.13025,0
M08020,172.2,153.2,175.3,0.034,0.181,0.038,0,0,0,0,F488,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.83464,30.15888,0
M08021,71.1,65.1,63.8,0.03,0.28,0.033,0,1,0,0,F408,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.90058,30.24177,0
M08022,170.3,162.5,158.6,0.0,0.305,0.064,1,0,0,2,F029,Lenyenye,SS-LNY-03,Lenyenye Substation 3,-23.9517,30.30231,0
M08023,86.8,80.4,80.9,0.078,0.221,0.19,0,0,0,5,F314,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.9075,30.24273,0
M08024,75.1,74.9,65.5,0.069,0.18,0.111,0,0,0,3,F115,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.89807,30.2369,0
M08025,163.5,167.2,180.0,0.124,0.198,0.074,0,0,0,1,F346,Lenyenye,SS-LNY-02,Lenyenye Substation 2,-23.93755,30.26787,0
M08026,138.4,150.8,143.1,0.087,0.193,0.214,0,1,0,2,F247,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83905,30.18319,0
M08027,120.9,109.0,114.2,0.076,0.297,0.153,0,1,0,4,F189,Nkowankowa,SS-NKW-03,Nkowankowa Substation 3,-23.927,30.26964,0
M08028,90.5,96.5,90.6,0.083,0.259,0.13,0,0,0,3,F337,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84481,30.34984,0
M08029,181.7,152.0,171.0,0.0,0.0,0.07,0,2,0,1,F456,Bolobedu,SS-BLB-03,Bolobedu Substation 3,-23.97932,30.44913,0
M08030,106.4,113.2,101.6,0.0,0.112,0.118,0,0,0,2,F229,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.85761,30.37577,0
M08031,62.5,74.6,70.9,0.107,0.225,0.217,0,0,0,4,F339,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94416,30.24586,0
M08032,48.9,45.2,65.2,0.098,0.351,0.145,0,0,0,4,F403,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.84132,30.31153,0
M08033,164.5,144.5,169.0,0.091,0.187,0.02,0,1,0,0,F497,Politsi,SS-PLT-01,Politsi Substation 1,-23.79756,30.07157,0
M08034,149.3,175.9,159.4,0.102,0.343,0.228,0,0,0,7,F326,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.79178,30.30193,0
M08035,115.0,95.8,108.8,0.184,0.102,0.026,0,0,0,1,F416,Tzaneen,SS-TZN-03,Tzaneen Substation 3,-23.83025,30.18449,0
M08036,131.0,129.0,130.6,0.0,0.206,0.128,0,0,0,2,F030,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72183,30.11483,0
M08037,209.9,211.0,201.5,0.07,0.149,0.106,0,2,0,1,F472,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.95196,30.26836,0
M08038,156.6,166.7,163.9,0.068,0.581,0.036,0,0,0,2,F023,Xihoko,SS-XHK-02,Xihoko Substation 2,-23.79264,30.3109,0
M08039,103.0,99.8,99.3,0.157,0.141,0.239,0,0,0,13,F180,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.94338,30.24829,0
M08040,140.7,128.7,144.9,0.0,0.043,0.121,0,0,0,2,F283,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.98402,29.93558,0
M08041,90.3,81.3,89.1,0.149,0.108,0.106,0,1,0,3,F280,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84347,30.35219,0
M08042,125.2,106.6,110.2,0.0,0.181,0.106,0,0,0,1,F355,Politsi,SS-PLT-01,Politsi Substation 1,-23.80199,30.07414,0
M08043,146.9,168.2,140.3,0.097,0.28,0.065,0,0,0,2,F417,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.98935,29.9241,1
M08044,69.0,55.8,62.5,0.09,0.348,0.083,0,0,0,0,F417,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.99249,29.93455,0
M08045,92.4,92.0,101.6,0.083,0.094,0.101,0,1,0,0,F312,Politsi,SS-PLT-01,Politsi Substation 1,-23.80206,30.0598,1
M08046,145.4,158.6,146.7,0.099,0.196,0.121,0,0,0,3,F102,Bolobedu,SS-BLB-02,Bolobedu Substation 2,-23.94534,30.3695,0
M08047,113.6,96.1,119.9,0.07,0.12,0.031,0,1,0,0,F304,Bolobedu,SS-BLB-01,Bolobedu Substation 1,-23.95687,30.34776,0
M08048,53.0,38.7,47.9,0.031,0.337,0.123,1,1,0,0,F084,Ga-Kgapane,SS-GKG-01,Ga-Kgapane Substation 1,-23.84326,30.30187,0
M08049,145.8,153.1,146.4,0.142,0.357,0.062,0,0,0,0,F170,Xihoko,SS-XHK-03,Xihoko Substation 3,-23.72015,30.37852,0
M08050,132.0,112.8,124.9,0.072,0.008,0.193,0,0,0,2,F194,Tzaneen,SS-TZN-01,Tzaneen Substation 1,-23.81871,30.16885,0
M08051,131.9,150.9,123.8,0.124,0.221,0.041,0,0,0,0,F220,Xihoko,SS-XHK-01,Xihoko Substation 1,-23.7868,30.36635,0
M08052,40.3,77.4,42.5,0.247,0.453,0.231,2,3,0,6,F261,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84141,30.34208,1
M08053,34.3,37.7,36.6,0.062,0.373,0.02,0,0,0,0,F426,Politsi,SS-PLT-02,Politsi Substation 2,-23.83831,30.00678,0
M08054,221.5,212.4,233.4,0.031,0.331,0.02,0,1,0,0,F249,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.9848,29.92997,0
M08055,58.3,79.0,58.6,0.143,0.182,0.114,0,0,0,2,F012,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72793,30.12139,0
M08056,184.4,181.1,179.9,0.0,0.365,0.025,0,0,0,0,F238,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.73366,30.12767,0
M08057,62.9,67.5,71.5,0.014,0.08,0.106,0,0,0,0,F323,Modjadjiskloof,SS-MDK-01,Modjadjiskloof Substation 1,-23.72838,30.12569,0
M08058,95.7,161.1,86.8,0.381,0.428,0.138,1,4,1,3,F417,Haenertsburg,SS-HBG-02,Haenertsburg Substation 2,-23.98585,29.93057,1
M08059,62.4,55.3,70.8,0.0,0.176,0.22,1,0,0,3,F394,Politsi,SS-PLT-02,Politsi Substation 2,-23.83725,30.0248,0
M08060,65.8,82.2,60.8,0.102,0.436,0.212,1,3,0,4,F413,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.96473,30.27034,1
M08061,138.0,138.1,133.7,0.055,0.297,0.079,0,0,0,1,F133,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.95719,30.27211,0
M08062,204.7,192.2,209.9,0.014,0.189,0.093,0,0,0,3,F016,Nkowankowa,SS-NKW-01,Nkowankowa Substation 1,-23.88393,30.24221,0
M08063,134.9,143.4,129.4,0.015,0.262,0.108,0,0,0,5,F128,Ga-Kgapane,SS-GKG-03,Ga-Kgapane Substation 3,-23.85925,30.37882,0
M08064,122.3,127.7,125.6,0.047,0.305,0.022,0,0,0,0,F003,Lenyenye,SS-LNY-01,Lenyenye Substation 1,-23.95271,30.27247,0
M08065,79.1,102.1,73.6,0.008,0.173,0.15,0,2,0,1,F180,Nkowankowa,SS-NKW-02,Nkowankowa Substation 2,-23.95097,30.25001,0
M08066,96.4,158.1,89.1,0.084,0.42,0.046,0,2,1,1,F242,Ga-Kgapane,SS-GKG-02,Ga-Kgapane Substation 2,-23.84831,30.35757,1
M08067,109.5,118.2,106.4,0.109,0.004,0.047,0,0,0,0,F426,Politsi,SS-PLT-02,Politsi Substation 2,-23.84547,30.03946,0
