transformer_id,month_offset,oil_quality_index,temperature_rise_c,load_factor
T2729,11,0.64,58.3,0.827
T2730,0,0.477,69.1,0.776
T2730,1,0.437,69.6,0.76
T2730,2,0.465,70.4,0.769
T2730,3,0.476,69.8,0.709
T2730,4,0.465,66.5,0.71
T2730,5,0.494,68.1,0.71
T2730,6,0.498,68.0,0.648
T2730,7,0.449,71.8,0.628
T2730,8,0.5,67.4,0.612
T2730,9,0.485,67.8,0.61
T2730,10,0.48,69.2,0.556
T2730,11,0.475,67.7,0.553
T2731,0,0.685,32.4,0.367
T2731,1,0.676,32.0,0.367
T2731,2,0.653,32.0,0.376
T2731,3,0.715,30.8,0.377
T2731,4,0.713,32.8,0.368
T2731,5,0.684,32.4,0.352
T2731,6,0.716,33.0,0.374
T2731,7,0.693,33.0,0.34
T2731,8,0.729,31.1,0.366
T2731,9,0.72,31.5,0.354
T2731,10,0.718,30.0,0.368
T2731,11,0.714,32.2,0.375
T2732,0,0.347,59.9,0.806
T2732,1,0.332,61.9,0.748
T2732,2,0.372,61.1,0.713
T2732,3,0.37,61.0,0.752
T2732,4,0.336,61.4,0.727
T2732,5,0.393,63.4,0.726
T2732,6,0.396,62.0,0.773
T2732,7,0.4,61.5,0.777
T2732,8,0.425,63.5,0.733
T2732,9,0.44,62.8,0.694
T2732,10,0.476,60.4,0.697
T2732,11,0.453,63.3,0.731
T2733,0,0.33,71.8,0.891
T2733,1,0.393,71.5,0.864
T2733,2,0.37,70.4,0.896
T2733,3,0.374,65.4,0.899
T2733,4,0.443,70.0,0.92
T2733,5,0.454,69.4,0.912
T2733,6,0.447,68.7,0.917
T2733,7,0.496,71.3,0.916
T2733,8,0.53,68.8,0.933
T2733,9,0.532,68.0,0.948
T2733,10,0.535,68.0,0.941
T2733,11,0.538,68.6,0.937
T2734,0,0.259,38.8,0.139
T2734,1,0.35,41.0,0.124
T2734,2,0.344,41.5,0.121
T2734,3,0.377,38.8,0.136
T2734,4,0.39,42.3,0.113
T2734,5,0.432,40.3,0.162
T2734,6,0.442,40.3,0.126
T2734,7,0.438,41.6,0.119
T2734,8,0.505,41.7,0.126
T2734,9,0.557,37.4,0.109
T2734,10,0.574,40.6,0.121
T2734,11,0.568,42.2,0.146
T2735,0,0.719,53.8,0.227
T2735,1,0.686,52.8,0.258
T2735,2,0.686,51.9,0.289
T2735,3,0.688,54.8,0.253
T2735,4,0.665,51.6,0.288
T2735,5,0.675,50.3,0.285
T2735,6,0.637,52.6,0.319
T2735,7,0.662,51.2,0.301
T2735,8,0.624,50.2,0.318
T2735,9,0.623,49.2,0.359
T2735,10,0.586,53.1,0.29
T2735,11,0.585,50.5,0.356
T2736,0,0.585,80.1,0.782
T2736,1,0.623,74.3,0.807
T2736,2,0.626,76.2,0.821
T2736,3,0.638,79.7,0.796
T2736,4,0.663,76.8,0.784
T2736,5,0.626,81.8,0.806
T2736,6,0.669,78.0,0.789
T2736,7,0.717,80.8,0.802
T2736,8,0.677,81.2,0.797
T2736,9,0.698,78.8,0.801
T2736,10,0.762,76.5,0.822
T2736,11,0.715,80.9,0.784
T2737,0,0.305,49.0,0.708
T2737,1,0.295,54.4,0.683
T2737,2,0.284,57.2,0.682
T2737,3,0.334,55.0,0.616
T2737,4,0.364,59.4,0.669
T2737,5,0.361,59.9,0.679
T2737,6,0.372,61.1,0.638
T2737,7,0.429,63.0,0.652
T2737,8,0.42,61.4,0.606
T2737,9,0.406,65.5,0.621
T2737,10,0.448,66.4,0.612
T2737,11,0.462,67.8,0.556
T2738,0,0.584,66.1,0.356
T2738,1,0.646,63.3,0.383
T2738,2,0.607,64.3,0.345
T2738,3,0.603,65.3,0.377
T2738,4,0.659,64.6,0.409
T2738,5,0.659,65.0,0.373
T2738,6,0.658,65.0,0.39
T2738,7,0.682,63.5,0.408
T2738,8,0.687,64.4,0.403
T2738,9,0.709,62.9,0.401
T2738,10,0.687,62.6,0.393
T2738,11,0.729,62.0,0.408
T2739,0,0.879,92.5,0.955
T2739,1,0.826,92.1,0.931
T2739,2,0.806,90.7,0.935
T2739,3,0.827,88.0,0.898
T2739,4,0.807,86.6,0.9
T2739,5,0.793,84.0,0.897
T2739,6,0.771,81.6,0.889
T2739,7,0.722,78.6,0.907
T2739,8,0.736,75.5,0.809
T2739,9,0.671,78.8,0.809
T2739,10,0.674,75.3,0.827
T2739,11,0.664,74.4,0.793
T2740,0,0.851,62.5,0.563
T2740,1,0.791,64.3,0.547
T2740,2,0.747,60.9,0.526
T2740,3,0.743,60.4,0.513
T2740,4,0.726,60.3,0.521
T2740,5,0.673,61.0,0.559
T2740,6,0.636,62.0,0.527
T2740,7,0.66,61.0,0.531
T2740,8,0.594,62.8,0.487
T2740,9,0.538,62.1,0.555
T2740,10,0.511,64.4,0.541
T2740,11,0.508,62.4,0.518
T2741,0,1.0,37.6,0.711
T2741,1,0.94,40.4,0.716
T2741,2,0.963,39.0,0.68
T2741,3,0.913,42.3,0.689
T2741,4,0.884,39.2,0.62
T2741,5,0.884,40.4,0.626
T2741,6,0.864,42.9,0.592
T2741,7,0.82,40.9,0.571
T2741,8,0.777,43.7,0.538
T2741,9,0.772,42.7,0.517
T2741,10,0.761,44.2,0.524
T2741,11,0.698,43.4,0.516
T2742,0,0.453,55.3,0.914
T2742,1,0.436,58.9,0.888
T2742,2,0.467,56.1,0.911
T2742,3,0.45,54.7,0.912
T2742,4,0.479,57.3,0.879
T2742,5,0.521,57.4,0.897
T2742,6,0.472,56.3,0.865
T2742,7,0.485,58.8,0.907
T2742,8,0.491,57.6,0.909
T2742,9,0.442,60.5,0.861
T2742,10,0.492,56.8,0.885
T2742,11,0.479,56.7,0.87
T2743,0,0.496,41.4,0.325
T2743,1,0.512,39.9,0.305
T2743,2,0.513,40.8,0.325
T2743,3,0.516,39.4,0.352
T2743,4,0.508,45.4,0.386
T2743,5,0.52,42.3,0.367
T2743,6,0.546,45.0,0.402
T2743,7,0.533,46.7,0.383
T2743,8,0.514,50.1,0.382
T2743,9,0.491,47.7,0.38
T2743,10,0.505,48.8,0.381
T2743,11,0.538,49.2,0.409
T2744,0,0.449,64.2,0.666
T2744,1,0.438,64.7,0.66
T2744,2,0.449,65.0,0.675
T2744,3,0.488,63.5,0.631
T2744,4,0.453,61.3,0.695
T2744,5,0.461,64.4,0.655
T2744,6,0.462,61.3,0.629
T2744,7,0.466,62.5,0.649
T2744,8,0.436,61.7,0.683
T2744,9,0.445,57.3,0.626
T2744,10,0.469,62.2,0.661
T2744,11,0.46,61.0,0.648
T2745,0,0.284,75.3,0.134
T2745,1,0.266,72.2,0.13
T2745,2,0.257,70.5,0.141
T2745,3,0.256,70.9,0.162
T2745,4,0.267,67.7,0.194
T2745,5,0.232,69.7,0.187
T2745,6,0.282,68.9,0.168
T2745,7,0.288,68.7,0.187
T2745,8,0.326,67.8,0.223
T2745,9,0.261,68.8,0.252
T2745,10,0.266,67.6,0.262
T2745,11,0.304,67.1,0.248
T2746,0,0.204,46.7,0.322
T2746,1,0.221,45.9,0.346
T2746,2,0.25,47.8,0.342
T2746,3,0.237,47.2,0.345
T2746,4,0.313,47.8,0.337
T2746,5,0.263,48.4,0.319
T2746,6,0.312,47.2,0.344
T2746,7,0.294,49.8,0.306
T2746,8,0.357,47.1,0.35
T2746,9,0.372,49.4,0.334
T2746,10,0.407,48.2,0.345
T2746,11,0.393,51.0,0.299
T2747,0,0.928,71.8,0.557
T2747,1,0.864,71.0,0.569
T2747,2,0.84,70.3,0.562
T2747,3,0.844,66.2,0.537
T2747,4,0.805,66.6,0.539
T2747,5,0.832,64.9,0.557
T2747,6,0.764,62.5,0.581
T2747,7,0.733,63.0,0.533
T2747,8,0.725,60.7,0.521
T2747,9,0.729,61.3,0.532
T2747,10,0.673,59.0,0.516
T2747,11,0.698,56.8,0.543
T2748,0,0.828,75.9,0.688
T2748,1,0.814,75.2,0.711
T2748,2,0.782,70.9,0.729
T2748,3,0.746,73.2,0.708
T2748,4,0.734,73.5,0.696
T2748,5,0.722,71.4,0.725
T2748,6,0.671,73.0,0.714
T2748,7,0.626,72.7,0.762
T2748,8,0.575,72.1,0.736
T2748,9,0.594,70.3,0.776
T2748,10,0.518,70.1,0.746
T2748,11,0.533,70.7,0.795
T2749,0,0.222,57.2,0.73
T2749,1,0.248,56.7,0.765
T2749,2,0.228,59.5,0.797
T2749,3,0.276,60.6,0.772
T2749,4,0.287,61.1,0.815
T2749,5,0.315,62.3,0.788
T2749,6,0.285,62.8,0.807
T2749,7,0.309,63.4,0.877
T2749,8,0.315,63.3,0.891
T2749,9,0.316,63.5,0.849
T2749,10,0.338,63.1,0.878
T2749,11,0.364,63.2,0.912
T2750,0,0.662,63.6,0.742
T2750,1,0.665,61.7,0.765
T2750,2,0.636,59.4,0.698
T2750,3,0.647,58.5,0.688
T2750,4,0.617,62.0,0.698
T2750,5,0.623,59.2,0.691
T2750,6,0.624,59.3,0.684
T2750,7,0.617,59.9,0.64
T2750,8,0.602,58.4,0.608
T2750,9,0.618,56.4,0.586
T2750,10,0.59,57.7,0.564
T2750,11,0.597,58.7,0.58
T2751,0,0.753,61.0,0.499
T2751,1,0.767,60.1,0.484
T2751,2,0.743,61.5,0.46
T2751,3,0.792,60.1,0.499
T2751,4,0.758,59.5,0.457
T2751,5,0.756,60.2,0.472
T2751,6,0.764,56.3,0.455
T2751,7,0.749,57.8,0.453
T2751,8,0.729,57.3,0.443
T2751,9,0.715,58.0,0.422
T2751,10,0.727,57.0,0.435
T2751,11,0.746,55.5,0.394
T2752,0,0.884,65.9,0.753
T2752,1,0.843,66.0,0.794
T2752,2,0.872,67.9,0.781
T2752,3,0.842,65.6,0.754
T2752,4,0.838,64.1,0.773
T2752,5,0.884,63.6,0.759
T2752,6,0.885,63.8,0.731
T2752,7,0.872,64.1,0.717
T2752,8,0.882,62.6,0.685
T2752,9,0.841,63.2,0.696
T2752,10,0.846,61.0,0.676
T2752,11,0.881,64.2,0.672
T2753,0,0.573,40.1,0.268
T2753,1,0.571,41.0,0.269
T2753,2,0.572,40.0,0.262
T2753,3,0.575,41.1,0.286
T2753,4,0.513,42.9,0.253
T2753,5,0.53,44.0,0.238
T2753,6,0.477,45.3,0.238
T2753,7,0.497,48.2,0.218
T2753,8,0.434,47.6,0.247
T2753,9,0.44,49.6,0.266
T2753,10,0.427,49.4,0.217
T2753,11,0.433,50.0,0.222
T2754,0,0.0,60.7,0.822
T2754,1,0.005,60.7,0.853
T2754,2,0.075,61.1,0.851
T2754,3,0.095,60.5,0.848
T2754,4,0.107,58.6,0.882
T2754,5,0.172,57.3,0.904
T2754,6,0.19,59.1,0.859
T2754,7,0.215,58.2,0.929
T2754,8,0.237,56.3,0.892
T2754,9,0.281,56.5,0.907
T2754,10,0.29,54.2,0.895
T2754,11,0.38,56.3,0.921
T2755,0,0.781,44.3,0.647
T2755,1,0.811,43.8,0.595
T2755,2,0.761,44.0,0.6
T2755,3,0.767,44.3,0.636
T2755,4,0.723,47.2,0.598
T2755,5,0.747,45.1,0.568
T2755,6,0.679,45.6,0.568
T2755,7,0.698,44.6,0.549
T2755,8,0.668,46.1,0.536
T2755,9,0.652,46.7,0.526
T2755,10,0.626,46.2,0.575
T2755,11,0.627,43.9,0.542
T2756,0,0.166,47.7,0.218
T2756,1,0.193,48.1,0.185
T2756,2,0.214,49.4,0.212
T2756,3,0.249,47.9,0.206
T2756,4,0.292,49.8,0.185
T2756,5,0.356,47.5,0.191
T2756,6,0.339,49.5,0.184
T2756,7,0.39,46.5,0.217
T2756,8,0.415,47.7,0.216
T2756,9,0.494,47.4,0.207
T2756,10,0.491,45.4,0.18
T2756,11,0.523,45.9,0.202
T2757,0,0.412,52.8,0.358
T2757,1,0.492,55.8,0.4
T2757,2,0.473,53.2,0.398
T2757,3,0.482,55.5,0.39
T2757,4,0.521,49.5,0.468
T2757,5,0.529,52.5,0.411
T2757,6,0.589,50.8,0.386
T2757,7,0.608,50.1,0.361
T2757,8,0.638,51.9,0.413
T2757,9,0.622,48.2,0.423
T2757,10,0.658,49.8,0.414
T2757,11,0.702,48.4,0.412
T2758,0,0.347,56.4,0.279
T2758,1,0.329,55.9,0.265
T2758,2,0.357,55.3,0.31
T2758,3,0.401,52.4,0.324
T2758,4,0.401,50.6,0.334
T2758,5,0.481,49.2,0.346
T2758,6,0.422,51.7,0.353
T2758,7,0.424,53.5,0.359
T2758,8,0.487,47.8,0.342
T2758,9,0.551,48.2,0.391
T2758,10,0.54,49.0,0.4
T2758,11,0.559,48.6,0.426
T2759,0,0.5,83.2,0.49
T2759,1,0.452,84.6,0.54
T2759,2,0.429,79.2,0.579
T2759,3,0.455,78.7,0.578
T2759,4,0.453,79.2,0.573
T2759,5,0.479,77.2,0.603
T2759,6,0.457,74.0,0.609
T2759,7,0.428,70.4,0.622
T2759,8,0.464,71.9,0.645
T2759,9,0.429,70.9,0.642
T2759,10,0.435,69.1,0.625
T2759,11,0.466,71.3,0.671
T2760,0,0.286,79.9,0.743
T2760,1,0.298,74.5,0.731
T2760,2,0.297,75.3,0.706
T2760,3,0.352,74.4,0.742
T2760,4,0.308,75.1,0.759
T2760,5,0.335,71.8,0.752
T2760,6,0.353,69.5,0.772
T2760,7,0.38,68.7,0.764
T2760,8,0.386,68.7,0.742
T2760,9,0.399,68.3,0.79
T2760,10,0.43,68.6,0.746
T2760,11,0.409,63.4,0.749
T2761,0,0.804,55.1,0.834
T2761,1,0.794,53.3,0.819
T2761,2,0.86,52.2,0.835
T2761,3,0.856,52.1,0.803
T2761,4,0.837,49.8,0.852
T2761,5,0.854,51.5,0.854
T2761,6,0.839,50.8,0.809
T2761,7,0.833,46.8,0.838
T2761,8,0.838,52.5,0.843
T2761,9,0.817,46.6,0.817
T2761,10,0.858,45.5,0.808
T2761,11,0.851,50.6,0.812
T2762,0,0.484,54.1,0.681
T2762,1,0.548,54.0,0.698
T2762,2,0.575,57.2,0.639
T2762,3,0.563,55.2,0.655
T2762,4,0.587,54.7,0.629
T2762,5,0.585,55.4,0.677
T2762,6,0.622,55.0,0.624
T2762,7,0.652,55.1,0.608
T2762,8,0.644,53.8,0.612
T2762,9,0.632,57.4,0.611
T2762,10,0.638,58.0,0.589
T2762,11,0.623,58.0,0.566
T2763,0,0.31,59.6,0.34
T2763,1,0.342,59.6,0.319
T2763,2,0.334,59.2,0.296
T2763,3,0.386,59.9,0.332
T2763,4,0.408,57.5,0.327
T2763,5,0.46,57.7,0.342
T2763,6,0.444,56.8,0.377
T2763,7,0.456,59.2,0.384
T2763,8,0.474,56.5,0.367
T2763,9,0.451,53.5,0.371
T2763,10,0.476,54.5,0.371
T2763,11,0.515,54.6,0.408
T2764,0,0.837,54.5,0.516
T2764,1,0.844,54.5,0.518
T2764,2,0.864,51.6,0.524
T2764,3,0.789,50.0,0.477
T2764,4,0.811,52.9,0.478
T2764,5,0.802,49.9,0.413
T2764,6,0.768,49.3,0.396
T2764,7,0.794,47.7,0.388
T2764,8,0.737,45.8,0.384
T2764,9,0.732,49.6,0.355
T2764,10,0.716,46.9,0.38
T2764,11,0.707,47.3,0.312
T2765,0,0.672,60.6,0.595
T2765,1,0.667,61.5,0.566
T2765,2,0.65,57.2,0.583
T2765,3,0.587,56.8,0.577
T2765,4,0.605,55.9,0.595
T2765,5,0.616,57.9,0.595
T2765,6,0.585,54.9,0.618
T2765,7,0.562,52.7,0.568
T2765,8,0.581,55.5,0.601
T2765,9,0.497,51.7,0.597
T2765,10,0.505,53.2,0.591
T2765,11,0.51,51.7,0.631
T2766,0,0.75,52.5,0.506
T2766,1,0.728,51.8,0.488
T2766,2,0.747,49.4,0.496
T2766,3,0.701,49.7,0.504
T2766,4,0.7,53.2,0.546
T2766,5,0.701,54.7,0.511
T2766,6,0.681,55.5,0.531
T2766,7,0.647,53.4,0.544
T2766,8,0.645,54.8,0.5
T2766,9,0.667,55.2,0.561
T2766,10,0.66,53.1,0.554
T2766,11,0.607,57.5,0.54
T2767,0,0.458,48.7,0.834
T2767,1,0.45,50.6,0.859
T2767,2,0.452,50.4,0.81
T2767,3,0.442,50.2,0.788
T2767,4,0.478,52.3,0.798
T2767,5,0.441,53.4,0.855
T2767,6,0.488,52.6,0.806
T2767,7,0.502,55.9,0.802
T2767,8,0.48,55.5,0.765
T2767,9,0.561,55.4,0.766
T2767,10,0.502,56.2,0.753
T2767,11,0.525,58.3,0.775
T2768,0,0.569,47.0,0.219
T2768,1,0.612,49.3,0.275
T2768,2,0.647,46.4,0.251
T2768,3,0.606,46.5,0.256
T2768,4,0.628,46.5,0.303
T2768,5,0.635,48.6,0.29
T2768,6,0.661,44.7,0.298
T2768,7,0.674,45.0,0.303
T2768,8,0.733,43.4,0.357
T2768,9,0.68,45.8,0.327
T2768,10,0.727,41.8,0.386
T2768,11,0.729,45.5,0.346
T2769,0,0.486,69.1,0.815
T2769,1,0.534,65.7,0.828
T2769,2,0.574,70.9,0.819
T2769,3,0.552,67.2,0.845
T2769,4,0.6,71.2,0.861
T2769,5,0.632,66.8,0.852
T2769,6,0.655,67.5,0.891
T2769,7,0.635,70.1,0.893
T2769,8,0.696,68.6,0.884
T2769,9,0.698,65.6,0.906
T2769,10,0.699,67.7,0.937
T2769,11,0.736,66.7,0.919
T2770,0,0.265,74.0,0.896
T2770,1,0.313,73.3,0.822
T2770,2,0.289,72.6,0.813
T2770,3,0.254,71.4,0.806
T2770,4,0.287,71.9,0.798
T2770,5,0.221,69.4,0.783
T2770,6,0.24,69.8,0.741
T2770,7,0.273,69.7,0.751
T2770,8,0.22,68.4,0.728
T2770,9,0.224,64.4,0.711
T2770,10,0.201,65.5,0.659
T2770,11,0.198,64.0,0.686
T2771,0,0.535,50.4,0.635
T2771,1,0.548,47.2,0.585
T2771,2,0.515,49.0,0.566
T2771,3,0.607,45.9,0.556
T2771,4,0.616,45.1,0.56
T2771,5,0.632,46.6,0.522
T2771,6,0.674,45.7,0.513
T2771,7,0.685,44.7,0.504
T2771,8,0.696,44.7,0.46
T2771,9,0.716,41.5,0.455
T2771,10,0.723,40.4,0.426
T2771,11,0.797,38.9,0.406
T2772,0,0.695,65.4,0.699
T2772,1,0.681,65.0,0.713
T2772,2,0.693,66.5,0.75
T2772,3,0.715,65.9,0.738
T2772,4,0.674,64.7,0.781
T2772,5,0.668,64.9,0.783
T2772,6,0.668,64.4,0.799
T2772,7,0.685,63.7,0.801
T2772,8,0.671,63.1,0.84
T2772,9,0.724,60.7,0.82
T2772,10,0.695,61.6,0.815
T2772,11,0.688,60.4,0.84
T2773,0,0.59,63.0,0.881
T2773,1,0.599,62.2,0.904
T2773,2,0.624,59.9,0.873
T2773,3,0.622,62.9,0.811
T2773,4,0.625,57.5,0.853
T2773,5,0.64,60.9,0.85
T2773,6,0.638,56.6,0.823
T2773,7,0.677,58.2,0.853
T2773,8,0.707,56.3,0.802
T2773,9,0.679,56.0,0.799
T2773,10,0.671,55.6,0.78
T2773,11,0.711,52.1,0.754
T2774,0,0.281,67.8,0.772
T2774,1,0.285,65.2,0.783
T2774,2,0.334,68.0,0.744
T2774,3,0.375,66.0,0.78
T2774,4,0.398,64.9,0.765
T2774,5,0.409,62.7,0.756
T2774,6,0.45,61.9,0.777
T2774,7,0.495,60.4,0.777
T2774,8,0.482,62.4,0.761
T2774,9,0.542,56.0,0.771
T2774,10,0.556,59.2,0.782
T2774,11,0.63,55.2,0.774
T2775,0,0.724,38.5,0.417
T2775,1,0.713,40.5,0.45
T2775,2,0.71,38.7,0.406
T2775,3,0.73,42.5,0.407
T2775,4,0.751,40.4,0.369
T2775,5,0.71,40.5,0.371
T2775,6,0.727,43.9,0.352
T2775,7,0.744,45.6,0.329
T2775,8,0.753,43.9,0.343
T2775,9,0.769,45.9,0.329
T2775,10,0.776,48.3,0.352
T2775,11,0.766,47.4,0.299
T2776,0,0.712,43.8,0.505
T2776,1,0.67,45.4,0.458
T2776,2,0.671,44.6,0.466
T2776,3,0.685,45.5,0.532
T2776,4,0.691,50.2,0.471
T2776,5,0.664,47.5,0.515
T2776,6,0.683,48.5,0.504
T2776,7,0.645,50.9,0.497
T2776,8,0.665,48.4,0.517
T2776,9,0.677,50.3,0.529
T2776,10,0.697,56.1,0.526
T2776,11,0.64,50.8,0.538
T2777,0,0.783,73.6,0.936
T2777,1,0.721,77.2,0.95
T2777,2,0.697,73.8,0.935
T2777,3,0.67,75.6,0.984
T2777,4,0.685,72.8,0.986
T2777,5,0.638,74.9,0.985
T2777,6,0.661,72.0,0.984
T2777,7,0.604,73.3,0.951
T2777,8,0.58,73.7,0.997
T2777,9,0.525,74.0,0.955
T2777,10,0.515,75.0,1.0
T2777,11,0.497,73.4,1.0
T2778,0,0.889,37.7,0.541
T2778,1,0.912,38.4,0.547
T2778,2,0.863,41.4,0.539
T2778,3,0.87,43.1,0.515
T2778,4,0.85,44.2,0.493
T2778,5,0.887,46.2,0.511
T2778,6,0.899,42.4,0.474
T2778,7,0.858,48.1,0.475
T2778,8,0.864,47.8,0.434
T2778,9,0.847,49.8,0.431
T2778,10,0.831,50.6,0.444
T2778,11,0.876,50.9,0.442
T2779,0,0.928,38.6,0.277
T2779,1,0.954,38.1,0.311
T2779,2,0.97,36.5,0.291
T2779,3,0.986,40.8,0.304
T2779,4,0.932,38.1,0.303
T2779,5,0.91,40.0,0.288
T2779,6,0.932,39.8,0.311
T2779,7,0.931,39.1,0.306
T2779,8,0.877,42.9,0.305
T2779,9,0.877,38.7,0.283
T2779,10,0.855,40.1,0.286
T2779,11,0.838,42.0,0.277
T2780,0,0.85,46.2,0.572
T2780,1,0.859,47.4,0.587
T2780,2,0.849,45.4,0.633
T2780,3,0.811,48.8,0.626
T2780,4,0.861,50.5,0.63
T2780,5,0.824,46.8,0.619
T2780,6,0.755,49.2,0.642
T2780,7,0.751,44.1,0.688
T2780,8,0.727,50.5,0.676
T2780,9,0.715,49.7,0.683
T2780,10,0.675,48.2,0.743
T2780,11,0.645,48.0,0.728
T2781,0,0.686,40.2,0.562
T2781,1,0.711,45.9,0.602
T2781,2,0.676,41.9,0.596
T2781,3,0.698,45.4,0.568
T2781,4,0.652,46.0,0.588
T2781,5,0.658,43.5,0.557
T2781,6,0.58,46.7,0.555
T2781,7,0.655,49.7,0.519
T2781,8,0.603,49.6,0.576
T2781,9,0.612,53.0,0.538
T2781,10,0.589,48.3,0.535
T2781,11,0.621,50.5,0.575
T2782,0,0.29,33.2,0.312
T2782,1,0.259,35.3,0.312
T2782,2,0.285,37.1,0.319
T2782,3,0.296,38.7,0.325
T2782,4,0.277,38.1,0.333
T2782,5,0.349,42.5,0.304
T2782,6,0.319,42.1,0.352
T2782,7,0.317,44.6,0.363
T2782,8,0.294,46.0,0.384
T2782,9,0.304,49.6,0.376
T2782,10,0.347,48.5,0.362
T2782,11,0.381,52.8,0.38
T2783,0,0.637,45.8,0.282
T2783,1,0.658,48.2,0.298
T2783,2,0.679,48.7,0.307
T2783,3,0.658,53.0,0.351
T2783,4,0.668,51.6,0.38
T2783,5,0.67,54.0,0.376
T2783,6,0.668,51.4,0.384
T2783,7,0.704,52.3,0.405
T2783,8,0.699,57.6,0.401
T2783,9,0.692,57.1,0.433
T2783,10,0.705,56.8,0.45
T2783,11,0.68,59.4,0.443
T2784,0,0.214,67.3,0.328
T2784,1,0.262,68.6,0.337
T2784,2,0.283,67.3,0.302
T2784,3,0.302,68.3,0.287
T2784,4,0.335,67.5,0.335
T2784,5,0.342,63.5,0.355
T2784,6,0.395,65.4,0.311
T2784,7,0.418,63.3,0.36
T2784,8,0.418,61.4,0.348
T2784,9,0.494,61.7,0.34
T2784,10,0.521,60.6,0.341
T2784,11,0.526,63.6,0.352
T2785,0,0.737,61.6,0.339
T2785,1,0.72,58.3,0.326
T2785,2,0.723,56.7,0.357
T2785,3,0.738,55.9,0.385
T2785,4,0.735,56.8,0.377
T2785,5,0.699,55.0,0.389
T2785,6,0.709,56.2,0.383
T2785,7,0.703,56.1,0.39
T2785,8,0.712,54.9,0.391
T2785,9,0.718,53.3,0.403
T2785,10,0.714,51.4,0.46
T2785,11,0.692,49.4,0.434
T2786,0,0.287,37.4,0.463
T2786,1,0.324,39.3,0.43
T2786,2,0.314,38.6,0.48
T2786,3,0.344,43.9,0.406
T2786,4,0.342,44.9,0.38
T2786,5,0.377,45.0,0.402
T2786,6,0.391,46.7,0.366
T2786,7,0.43,48.0,0.381
T2786,8,0.423,49.1,0.362
T2786,9,0.422,52.3,0.329
T2786,10,0.47,51.0,0.324
T2786,11,0.45,52.2,0.298
T2787,0,0.322,74.3,0.512
T2787,1,0.389,71.3,0.55
T2787,2,0.412,73.3,0.57
T2787,3,0.363,73.8,0.592
T2787,4,0.42,71.4,0.591
T2787,5,0.443,68.9,0.595
T2787,6,0.451,68.1,0.608
T2787,7,0.445,67.7,0.651
T2787,8,0.495,68.6,0.649
T2787,9,0.509,68.4,0.683
T2787,10,0.51,65.4,0.729
T2787,11,0.503,65.9,0.72
T2788,0,0.474,62.9,0.571
T2788,1,0.513,61.4,0.58
T2788,2,0.546,63.6,0.569
T2788,3,0.557,62.4,0.569
T2788,4,0.576,65.1,0.569
T2788,5,0.635,63.3,0.579
T2788,6,0.611,66.7,0.553
T2788,7,0.648,69.9,0.588
T2788,8,0.687,72.5,0.586
T2788,9,0.729,66.6,0.567
T2788,10,0.743,69.7,0.539
T2788,11,0.769,70.1,0.553
T2789,0,0.735,39.4,0.125
T2789,1,0.747,41.2,0.14
T2789,2,0.813,44.0,0.132
T2789,3,0.788,43.6,0.175
T2789,4,0.819,43.4,0.191
T2789,5,0.812,44.7,0.187
T2789,6,0.843,45.6,0.185
T2789,7,0.864,47.0,0.197
T2789,8,0.849,46.2,0.225
T2789,9,0.915,49.8,0.221
T2789,10,0.904,47.5,0.224
T2789,11,0.898,53.4,0.257
T2790,0,0.302,53.9,0.944
T2790,1,0.306,53.2,0.866
T2790,2,0.304,56.5,0.867
T2790,3,0.312,56.2,0.918
T2790,4,0.354,56.8,0.892
T2790,5,0.373,57.2,0.868
T2790,6,0.372,58.7,0.869
T2790,7,0.417,56.1,0.839
T2790,8,0.441,56.8,0.856
T2790,9,0.473,55.8,0.831
T2790,10,0.474,56.9,0.847
T2790,11,0.488,59.0,0.823
T2791,0,0.785,43.2,0.424
T2791,1,0.764,46.5,0.423
T2791,2,0.701,45.3,0.459
T2791,3,0.715,45.8,0.486
T2791,4,0.723,42.7,0.449
T2791,5,0.696,45.7,0.453
T2791,6,0.699,46.1,0.492
T2791,7,0.736,46.0,0.474
T2791,8,0.689,46.6,0.5
T2791,9,0.663,44.0,0.511
T2791,10,0.634,44.7,0.491
T2791,11,0.658,45.5,0.518
T2792,0,0.737,39.3,0.277
T2792,1,0.72,41.5,0.299
T2792,2,0.719,43.4,0.286
T2792,3,0.725,43.8,0.268
T2792,4,0.71,48.9,0.288
T2792,5,0.704,47.2,0.304
T2792,6,0.74,49.6,0.25
T2792,7,0.748,50.2,0.273
T2792,8,0.735,49.3,0.308
T2792,9,0.767,50.9,0.281
T2792,10,0.727,52.8,0.267
T2792,11,0.742,55.1,0.247
T2793,0,0.545,56.0,0.821
T2793,1,0.555,56.8,0.799
T2793,2,0.537,55.3,0.815
T2793,3,0.586,55.9,0.809
T2793,4,0.564,57.4,0.829
T2793,5,0.558,56.5,0.872
T2793,6,0.558,56.7,0.836
T2793,7,0.568,59.1,0.84
T2793,8,0.578,58.1,0.829
T2793,9,0.566,57.0,0.788
T2793,10,0.587,57.8,0.818
T2793,11,0.595,58.8,0.848
T2794,0,0.619,66.1,0.689
T2794,1,0.626,62.1,0.701
T2794,2,0.644,60.0,0.706
T2794,3,0.673,57.4,0.709
T2794,4,0.667,60.3,0.696
T2794,5,0.679,57.0,0.709
