meter_id,declared_kwh,transformer_feed_estimate_kwh,historical_avg_kwh,pct_drop_recent,night_usage_ratio,area_theft_history_rate,is_theft,feed_vs_declared_ratio,anomaly_score,flagged,tier
M08537,77.2,77.6,80.9,0.084,0.148,0.052,0,1.0051813471502589,-0.16942349327247785,0,low
M08538,127.2,115.6,131.5,0.004,0.184,0.112,0,0.9088050314465408,-0.11960839045366572,0,high
M08539,70.1,66.3,74.4,0.006,0.384,0.123,0,0.9457917261055635,-0.13169014101174026,0,medium
M08540,150.6,165.5,147.8,0.071,0.335,0.096,0,1.0989375830013282,-0.1551496389330178,0,medium
M08541,58.9,50.7,64.0,0.081,0.171,0.145,0,0.8607809847198642,-0.11362822495046632,0,high
M08542,101.1,109.8,96.5,0.036,0.314,0.19,0,1.086053412462908,-0.1466722482647997,0,medium
M08543,85.1,95.8,82.0,0.091,0.189,0.143,0,1.1257344300822563,-0.1637056974592745,0,low
M08544,60.9,63.7,48.5,0.069,0.397,0.041,0,1.045977011494253,-0.12811006086741683,0,medium
M08545,230.1,233.3,222.4,0.035,0.324,0.177,0,1.0139069969578445,-0.0582574527047508,0,high
M08546,93.2,86.4,109.2,0.029,0.394,0.081,0,0.9270386266094421,-0.14398838977345096,0,medium
M08547,217.0,206.8,209.5,0.08,0.204,0.057,0,0.9529953917050692,-0.09375830649207212,0,high
M08548,279.7,269.5,265.0,0.035,0.182,0.135,0,0.963532356095817,-0.00954778513946497,0,high
M08549,223.8,218.4,219.5,0.083,0.144,0.049,0,0.9758713136729222,-0.09204951849129306,0,high
M08550,135.0,143.7,130.4,0.085,0.298,0.029,0,1.0644444444444443,-0.1604699521280063,0,low
M08551,183.3,192.7,176.8,0.04,0.2,0.075,0,1.051282051282051,-0.14243140223611966,0,medium
M08552,79.6,78.3,80.3,0.074,0.147,0.065,0,0.9836683417085428,-0.17405643981409707,0,low
M08553,58.3,50.0,51.6,0.089,0.113,0.088,0,0.8576329331046313,-0.10195831606333527,0,high
M08554,102.6,106.7,99.5,0.011,0.326,0.068,0,1.0399610136452242,-0.1693015038404077,0,low
M08555,121.6,130.5,122.2,0.081,0.106,0.02,0,1.0731907894736843,-0.11479119836883006,0,high
M08556,61.6,60.8,66.7,0.019,0.193,0.166,0,0.9870129870129869,-0.1343987294893404,0,medium
M08557,120.0,126.3,119.0,0.017,0.141,0.101,0,1.0525,-0.16006099873237378,0,low
M08558,200.5,202.9,209.7,0.093,0.123,0.166,0,1.0119700748129676,-0.09722374027631264,0,high
M08559,66.3,123.7,59.3,0.415,0.479,0.208,1,1.865761689291101,0.00035591150114566705,1,high
M08560,59.9,59.3,58.3,0.061,0.137,0.104,0,0.9899833055091819,-0.14200793214456814,0,medium
M08561,67.9,84.7,60.6,0.094,0.306,0.069,0,1.2474226804123711,-0.14827936564161615,0,medium
M08562,141.5,137.9,140.3,0.034,0.123,0.099,0,0.9745583038869259,-0.15368077139363584,0,medium
M08563,158.1,159.7,163.5,0.05,0.3,0.154,0,1.0101201771030992,-0.1578471437211476,0,low
M08564,154.2,149.8,159.9,0.11,0.315,0.084,0,0.9714656290531778,-0.15161378411809673,0,medium
M08565,258.9,251.8,275.7,0.095,0.349,0.071,0,0.9725762842796448,-0.022966957043835667,0,high
M08566,137.6,156.1,138.2,0.107,0.212,0.105,0,1.1344476744186047,-0.13805433282892027,0,medium
M08567,139.4,144.2,134.5,0.082,0.283,0.057,0,1.0344332855093255,-0.1734043699951925,0,low
M08568,102.4,105.4,85.4,0.063,0.291,0.02,0,1.029296875,-0.15951566123797567,0,low
M08569,59.4,114.3,62.0,0.467,0.443,0.203,1,1.9242424242424243,0.01532010076287138,1,high
M08570,71.7,131.6,61.3,0.366,0.485,0.083,1,1.8354253835425383,-0.022289291809874934,0,high
M08571,108.2,109.3,106.5,0.014,0.304,0.22,0,1.010166358595194,-0.13585469775436843,0,medium
M08572,171.1,172.2,170.2,0.116,0.172,0.091,0,1.0064289888953828,-0.14599241292713117,0,medium
M08573,37.8,80.9,33.5,0.359,0.455,0.092,1,2.1402116402116405,0.0028786417266554176,1,high
M08574,113.2,115.7,108.8,0.051,0.246,0.034,0,1.0220848056537102,-0.17375021122308282,0,low
M08575,131.2,134.7,143.2,0.093,0.363,0.149,0,1.0266768292682926,-0.16803092669379815,0,low
M08576,112.8,114.9,103.2,0.003,0.184,0.104,0,1.018617021276596,-0.15531583246195857,0,medium
M08577,80.8,76.9,74.7,0.093,0.127,0.031,0,0.9517326732673268,-0.15840235522043444,0,low
M08578,114.2,116.7,116.2,0.057,0.312,0.155,0,1.021891418563923,-0.17195685843829617,0,low
M08579,86.4,92.0,95.4,0.067,0.143,0.093,0,1.0648148148148147,-0.17776427105231696,0,low
M08580,105.4,95.7,106.0,0.119,0.374,0.068,0,0.9079696394686907,-0.16147037157680705,0,low
M08581,140.1,150.3,129.7,0.014,0.314,0.122,0,1.0728051391862956,-0.1541637946806877,0,medium
M08582,76.0,87.5,74.1,0.035,0.174,0.159,0,1.1513157894736843,-0.14014533900663095,0,medium
M08583,32.6,28.1,39.7,0.094,0.194,0.128,0,0.8619631901840491,-0.054678338755461464,0,high
M08584,75.5,65.6,64.6,0.097,0.268,0.101,0,0.8688741721854304,-0.15439426044136795,0,medium
M08585,38.3,85.5,30.1,0.339,0.376,0.02,1,2.232375979112272,0.02903084934635569,1,high
M08586,140.4,135.9,148.0,0.054,0.223,0.042,0,0.967948717948718,-0.16654063272155506,0,low
M08587,98.6,97.7,102.5,0.02,0.103,0.057,0,0.990872210953347,-0.1474739315993171,0,medium
M08588,68.8,78.9,58.5,0.07,0.115,0.126,0,1.1468023255813955,-0.12904474193977772,0,medium
M08589,136.8,137.2,134.2,0.098,0.299,0.169,0,1.002923976608187,-0.16286933822075206,0,low
M08590,96.1,134.9,98.1,0.344,0.581,0.047,1,1.4037460978147764,-0.02524133553964869,0,high
M08591,76.3,78.9,78.1,0.087,0.128,0.02,0,1.034076015727392,-0.14282660477142972,0,medium
M08592,90.1,100.8,79.3,0.115,0.185,0.082,0,1.118756936736959,-0.16687335150806515,0,low
M08593,91.3,149.4,80.9,0.463,0.693,0.281,1,1.6363636363636365,0.07195539161790221,1,high
M08594,74.3,73.4,74.2,0.099,0.122,0.119,0,0.9878869448183043,-0.1539885095205331,0,medium
M08595,98.3,240.2,99.9,0.334,0.636,0.063,1,2.4435401831129195,0.07920272513725846,1,high
M08596,77.9,81.2,63.3,0.039,0.339,0.087,0,1.042362002567394,-0.1666495775379932,0,low
M08597,73.6,92.5,66.7,0.028,0.218,0.03,0,1.2567934782608696,-0.13166082497011333,0,medium
M08598,94.6,132.8,95.4,0.309,0.402,0.072,1,1.4038054968287528,-0.07668531047093352,0,high
M08599,261.8,262.0,263.6,0.012,0.134,0.051,0,1.0007639419404124,-0.007966071357321414,0,high
M08600,213.9,213.0,220.0,0.008,0.155,0.02,0,0.9957924263674615,-0.06340674900353593,0,high
M08601,250.7,242.0,251.1,0.046,0.125,0.229,0,0.9652971679297966,-0.0012579577895546201,0,high
M08602,98.7,104.0,109.2,0.076,0.339,0.035,0,1.0536980749746707,-0.16990012559437995,0,low
M08603,148.2,155.8,141.7,0.033,0.155,0.214,0,1.0512820512820515,-0.12555739536728533,0,medium
M08604,60.1,60.8,65.0,0.079,0.184,0.053,0,1.0116472545757071,-0.15539427550415819,0,medium
M08605,51.8,48.4,44.8,0.093,0.279,0.116,0,0.9343629343629344,-0.13572729364926955,0,medium
M08606,67.8,57.9,79.9,0.077,0.159,0.058,0,0.8539823008849557,-0.13146562334708012,0,medium
M08607,117.2,123.7,114.8,0.058,0.241,0.02,0,1.0554607508532423,-0.16364932458346731,0,low
M08608,127.6,127.5,135.5,0.013,0.222,0.115,0,0.9992163009404389,-0.17005561729381075,0,low
M08609,40.0,53.2,37.2,0.176,0.617,0.031,1,1.33,-0.006195911052922942,0,high
M08610,98.2,99.7,96.8,0.044,0.238,0.077,0,1.0152749490835031,-0.18618900279460654,0,low
M08611,71.7,66.1,72.4,0.064,0.156,0.074,0,0.9218967921896791,-0.15952526834023634,0,low
M08612,53.3,53.0,52.5,0.107,0.311,0.144,0,0.9943714821763603,-0.13742936388308125,0,medium
M08613,94.0,97.3,85.4,0.085,0.124,0.159,0,1.0351063829787235,-0.15294733289632334,0,medium
M08614,191.4,196.7,190.8,0.058,0.311,0.147,0,1.027690700104493,-0.1368342548558123,0,medium
M08615,161.9,170.0,151.2,0.015,0.384,0.129,0,1.0500308832612724,-0.1434392404290344,0,medium
M08616,142.1,128.0,151.6,0.056,0.239,0.04,0,0.9007741027445462,-0.14644118252880772,0,medium
M08617,225.1,218.0,240.1,0.03,0.278,0.103,0,0.9684584629053754,-0.08253776414390812,0,high
M08618,215.1,224.9,216.8,0.063,0.236,0.02,0,1.0455602045560206,-0.08522044581840721,0,high
M08619,160.7,168.0,159.7,0.064,0.375,0.083,0,1.0454262601120101,-0.16562758466936656,0,low
M08620,133.4,133.3,127.9,0.077,0.248,0.059,0,0.9992503748125937,-0.1786218074147174,0,low
M08621,98.9,117.0,88.9,0.081,0.343,0.044,0,1.1830131445904954,-0.15907747098535974,0,low
M08622,66.0,71.6,74.1,0.112,0.392,0.077,0,1.0848484848484847,-0.15911045800031703,0,low
M08623,59.0,72.9,53.5,0.037,0.206,0.07,0,1.2355932203389832,-0.1263619929247154,0,medium
M08624,55.6,61.0,56.6,0.051,0.361,0.152,0,1.0971223021582734,-0.13074596013788764,0,medium
M08625,33.3,39.2,45.8,0.069,0.367,0.063,0,1.1771771771771773,-0.08799494674469543,0,high
M08626,277.6,270.0,276.2,0.112,0.223,0.062,0,0.9726224783861671,-0.009472691677103628,0,high
M08627,234.7,239.5,224.9,0.108,0.341,0.102,0,1.0204516403919899,-0.07080406059849298,0,high
M08628,43.7,41.8,49.9,0.017,0.398,0.139,0,0.9565217391304347,-0.09124887121633896,0,high
M08629,63.9,58.5,64.9,0.084,0.301,0.192,0,0.9154929577464789,-0.1266402602734592,0,medium
M08630,231.6,229.3,232.1,0.082,0.343,0.181,0,0.9900690846286702,-0.04518559518226872,0,high
M08631,40.1,37.5,40.9,0.118,0.227,0.148,0,0.9351620947630922,-0.09156477416222425,0,high
M08632,156.4,155.0,164.7,0.054,0.28,0.051,0,0.9910485933503836,-0.16635913582375195,0,low
M08633,139.1,135.9,134.2,0.026,0.148,0.036,0,0.9769949676491734,-0.15690803681647636,0,medium
M08634,31.0,36.8,26.1,0.019,0.312,0.033,0,1.1870967741935483,-0.05730705446959139,0,high
M08635,144.6,156.2,158.8,0.084,0.286,0.223,0,1.0802213001383125,-0.11730811088622134,0,high
M08636,37.1,55.9,35.2,0.547,0.671,0.125,1,1.5067385444743935,0.068725762053777,1,high
M08637,237.8,227.5,231.0,0.09,0.316,0.033,0,0.956686291000841,-0.05686350105751958,0,high
M08638,117.3,113.8,121.2,0.107,0.116,0.088,0,0.9701619778346121,-0.13627455497194602,0,medium
M08639,57.2,52.7,57.5,0.031,0.316,0.091,0,0.9213286713286714,-0.13714769326843684,0,medium
M08640,107.0,106.2,105.2,0.045,0.204,0.02,0,0.9925233644859813,-0.1632189820195004,0,low
M08641,84.1,81.4,94.2,0.042,0.158,0.158,0,0.967895362663496,-0.16646695858753513,0,low
M08642,43.8,54.0,31.3,0.017,0.353,0.148,0,1.2328767123287672,-0.08236354119489597,0,high
M08643,97.8,92.1,106.9,0.034,0.141,0.191,0,0.941717791411043,-0.13308476915520123,0,medium
M08644,119.4,130.7,123.1,0.07,0.186,0.1,0,1.0946398659966499,-0.1678023735547608,0,low
M08645,93.9,101.7,93.1,0.114,0.392,0.047,0,1.0830670926517572,-0.16776737986790108,0,low
M08646,126.0,118.8,127.0,0.078,0.309,0.116,0,0.9428571428571428,-0.16912008822726826,0,low
M08647,190.9,198.0,198.2,0.109,0.323,0.02,0,1.037192247249869,-0.11080218760979138,0,high
M08648,87.2,193.6,98.1,0.407,0.398,0.085,1,2.220183486238532,0.009637885320116446,1,high
M08649,101.0,91.2,99.5,0.083,0.281,0.136,0,0.902970297029703,-0.16817005019859327,0,low
M08650,209.1,190.1,211.1,0.096,0.383,0.079,0,0.9091343854615017,-0.0826461563619672,0,high
M08651,157.0,160.1,142.5,0.042,0.123,0.083,0,1.0197452229299362,-0.14789146202339054,0,medium
M08652,153.1,140.1,158.0,0.024,0.353,0.024,0,0.9150881776616591,-0.11735906071583546,0,high
M08653,33.4,40.7,29.8,0.019,0.268,0.078,0,1.2185628742514971,-0.08301036372923343,0,high
M08654,106.7,118.1,115.1,0.005,0.298,0.081,0,1.1068416119962512,-0.14397280473407992,0,medium
M08655,95.1,92.5,95.4,0.113,0.171,0.063,0,0.9726603575184017,-0.1684591363388503,0,low
M08656,150.6,151.7,145.5,0.066,0.382,0.131,0,1.0073041168658698,-0.17042104223497379,0,low
M08657,137.8,133.5,132.8,0.026,0.325,0.076,0,0.9687953555878084,-0.17223448290384835,0,low
M08658,98.4,107.2,96.2,0.104,0.384,0.185,0,1.089430894308943,-0.1356691970159799,0,medium
M08659,133.7,126.5,139.5,0.09,0.117,0.044,0,0.9461480927449515,-0.136021293313893,0,medium
M08660,44.9,45.4,45.1,0.1,0.234,0.078,0,1.0111358574610245,-0.12746018078093957,0,medium
M08661,84.5,85.5,75.0,0.089,0.261,0.088,0,1.0118343195266273,-0.19627292292977594,0,low
M08662,109.1,116.8,106.0,0.042,0.336,0.11,0,1.07057745187901,-0.17587937927982805,0,low
M08663,149.7,144.1,148.0,0.063,0.205,0.225,0,0.9625918503674015,-0.129036795128742,0,medium
M08664,62.5,65.8,67.6,0.117,0.199,0.13,0,1.0528,-0.15397272849154914,0,medium
M08665,198.8,191.4,206.6,0.11,0.118,0.04,0,0.9627766599597585,-0.08867063060165448,0,high
M08666,23.3,57.7,29.0,0.175,0.696,0.194,1,2.476394849785408,0.09113267460526575,1,high
M08667,163.4,149.7,157.9,0.028,0.36,0.033,0,0.9161566707466339,-0.12429571029608388,0,medium
M08668,265.2,271.5,260.2,0.044,0.364,0.123,0,1.0237556561085974,-0.026161907694846942,0,high
M08669,92.1,100.6,86.4,0.058,0.316,0.112,0,1.0922909880564604,-0.1771045655853038,0,low
M08670,97.3,98.1,96.3,0.0,0.259,0.089,0,1.0082219938335046,-0.15793664023451204,0,low
M08671,39.2,37.3,46.9,0.119,0.116,0.2,0,0.9515306122448978,-0.04305338861287378,0,high
M08672,89.8,76.5,83.0,0.028,0.343,0.09,0,0.8518930957683742,-0.13961537606344565,0,medium
M08673,107.1,109.9,112.8,0.118,0.181,0.126,0,1.0261437908496733,-0.16161220998785464,0,low
M08674,55.5,54.8,58.0,0.023,0.281,0.124,0,0.9873873873873873,-0.14596627959088831,0,medium
M08675,95.9,86.0,88.1,0.066,0.345,0.165,0,0.8967674661105317,-0.15556906107953683,0,medium
M08676,204.4,199.7,206.7,0.03,0.108,0.079,0,0.9770058708414872,-0.08606991833372574,0,high
M08677,80.5,77.5,69.6,0.013,0.121,0.133,0,0.9627329192546584,-0.14234184377047054,0,medium
M08678,118.4,114.3,121.5,0.11,0.365,0.06,0,0.9653716216216216,-0.1692584894457861,0,low
M08679,101.8,117.0,100.7,0.063,0.298,0.067,0,1.149312377210216,-0.17235602055280336,0,low
M08680,183.3,184.6,175.8,0.006,0.102,0.091,0,1.0070921985815602,-0.11072942849408224,0,high
M08681,187.4,189.6,194.9,0.023,0.289,0.257,0,1.0117395944503735,-0.07458105034420198,0,high
M08682,65.7,168.4,57.7,0.256,0.574,0.02,1,2.563165905631659,0.059437727745896396,1,high
M08683,20.1,43.6,24.3,0.39,0.589,0.24,1,2.1691542288557213,0.06822628481670623,1,high
M08684,82.0,88.3,80.4,0.109,0.182,0.13,0,1.076829268292683,-0.1607862564583699,0,low
M08685,135.6,131.4,126.7,0.049,0.135,0.025,0,0.9690265486725664,-0.14990435917899914,0,medium
M08686,91.8,203.4,99.0,0.354,0.606,0.179,1,2.215686274509804,0.06295523391048741,1,high
M08687,249.0,245.7,251.1,0.057,0.4,0.105,0,0.9867469879518072,-0.036020451358497185,0,high
M08688,63.7,71.3,62.5,0.039,0.233,0.192,0,1.119309262166405,-0.127875984211492,0,medium
M08689,65.4,55.5,80.1,0.113,0.12,0.042,0,0.8486238532110091,-0.09992605933081367,0,high
M08690,86.2,82.7,85.2,0.006,0.171,0.203,0,0.9593967517401392,-0.12861626575055107,0,medium
M08691,152.6,156.2,148.7,0.066,0.3,0.255,0,1.0235910878112713,-0.11314704010872817,0,high
M08692,206.1,215.1,196.0,0.032,0.325,0.021,0,1.0436681222707425,-0.08894752029342023,0,high
M08693,87.1,82.3,83.1,0.049,0.302,0.117,0,0.9448909299655569,-0.17537514348825678,0,low
M08694,104.3,97.9,92.6,0.005,0.335,0.157,0,0.9386385426653884,-0.14722185252011116,0,medium
M08695,153.2,155.8,144.7,0.025,0.148,0.133,0,1.0169712793733683,-0.16181492329307673,0,low
M08696,177.1,170.8,162.8,0.094,0.397,0.02,0,0.9644268774703558,-0.1186733150899032,0,high
M08697,61.0,69.0,65.8,0.026,0.111,0.176,0,1.1311475409836065,-0.09450910991844125,0,high
M08698,174.4,168.0,167.5,0.014,0.206,0.099,0,0.963302752293578,-0.138171956669553,0,medium
M08699,123.4,126.5,127.9,0.01,0.133,0.046,0,1.0251215559157212,-0.1474083813611236,0,medium
M08700,117.7,116.8,127.3,0.109,0.11,0.061,0,0.9923534409515717,-0.14257281583072856,0,medium
M08701,41.4,75.1,47.0,0.311,0.636,0.029,1,1.8140096618357486,0.024950432936655997,1,high
M08702,75.2,79.9,80.7,0.053,0.356,0.032,0,1.0625,-0.16569284981858096,0,low
M08703,162.0,171.9,160.5,0.099,0.232,0.036,0,1.0611111111111111,-0.14464572431381834,0,medium
M08704,131.0,126.1,128.5,0.107,0.283,0.126,0,0.9625954198473282,-0.16623146997064225,0,low
M08705,53.4,70.8,57.2,0.329,0.434,0.118,1,1.3258426966292134,-0.059052081239733045,0,high
M08706,87.6,82.8,74.9,0.097,0.243,0.045,0,0.9452054794520548,-0.1764011873313011,0,low
M08707,37.7,40.6,33.5,0.094,0.234,0.061,0,1.0769230769230769,-0.10732781579075146,0,high
M08708,78.2,83.3,77.0,0.017,0.106,0.116,0,1.0652173913043477,-0.1453770780191846,0,medium
M08709,118.3,113.9,115.6,0.093,0.341,0.064,0,0.962806424344886,-0.17851240766631754,0,low
M08710,163.0,157.0,177.2,0.093,0.389,0.099,0,0.9631901840490797,-0.13659631638102654,0,medium
M08711,46.8,45.4,54.1,0.005,0.112,0.076,0,0.9700854700854701,-0.08430107257920644,0,high
M08712,144.8,139.1,142.9,0.101,0.309,0.119,0,0.9606353591160219,-0.16603206520952568,0,low
M08713,100.6,98.7,107.7,0.119,0.324,0.095,0,0.9811133200795229,-0.16720663370097383,0,low
M08714,234.2,238.9,237.0,0.059,0.304,0.08,0,1.020068317677199,-0.07702405652166683,0,high
M08715,96.4,104.1,94.8,0.092,0.303,0.085,0,1.079875518672199,-0.18262626382231245,0,low
M08716,63.8,68.7,69.6,0.087,0.185,0.092,0,1.0768025078369907,-0.1571542071480369,0,medium
M08717,89.6,84.1,82.2,0.038,0.203,0.064,0,0.9386160714285714,-0.16860488485564606,0,low
M08718,241.4,248.7,239.7,0.108,0.288,0.138,0,1.0302402651201326,-0.05033796011066183,0,high
M08719,143.6,247.9,138.9,0.386,0.568,0.268,1,1.726323119777159,0.07619806983368138,1,high
M08720,178.4,181.9,187.5,0.063,0.119,0.167,0,1.0196188340807175,-0.126268413879483,0,medium
M08721,126.6,137.0,131.0,0.019,0.375,0.079,0,1.0821484992101107,-0.15524987818528818,0,medium
M08722,33.2,28.3,31.1,0.059,0.27,0.082,0,0.8524096385542168,-0.06143623751919636,0,high
M08723,124.5,121.4,138.9,0.093,0.243,0.192,0,0.9751004016064257,-0.1545635070996741,0,medium
M08724,183.2,186.5,189.1,0.006,0.388,0.02,0,1.0180131004366813,-0.10374937760207292,0,high
M08725,100.1,184.5,89.2,0.467,0.371,0.052,1,1.8431568431568432,0.005327670103674631,1,high
M08726,253.1,273.7,259.6,0.08,0.234,0.065,0,1.0813907546424337,-0.01929691843106207,0,high
M08727,176.2,166.5,179.7,0.117,0.183,0.051,0,0.9449489216799093,-0.11688977848310089,0,high
M08728,140.2,129.8,138.8,0.096,0.216,0.02,0,0.9258202567760344,-0.12662857706148328,0,medium
M08729,107.2,106.9,131.7,0.116,0.231,0.02,0,0.9972014925373135,-0.14548306626228646,0,medium
M08730,102.1,94.6,107.8,0.007,0.196,0.102,0,0.9265426052889324,-0.1502388433540357,0,medium
M08731,228.4,234.0,215.3,0.087,0.386,0.076,0,1.0245183887915936,-0.07830276994904928,0,high
M08732,55.9,60.9,67.7,0.026,0.251,0.14,0,1.0894454382826475,-0.1405796876004854,0,medium
M08733,119.3,111.8,117.0,0.001,0.372,0.069,0,0.9371332774518022,-0.1372617376653617,0,medium
M08734,98.5,101.6,96.7,0.063,0.166,0.176,0,1.031472081218274,-0.15607600187349563,0,medium
M08735,82.2,78.6,97.9,0.021,0.386,0.07,0,0.9562043795620437,-0.14851719938674474,0,medium
M08736,59.1,56.6,48.0,0.002,0.32,0.034,0,0.9576988155668359,-0.1100185201903448,0,high
M08737,46.0,54.4,46.0,0.111,0.147,0.048,0,1.182608695652174,-0.1067523151225081,0,high
M08738,82.1,88.7,75.8,0.117,0.169,0.252,0,1.0803897685749086,-0.09939853645480345,0,high
M08739,67.0,62.7,65.5,0.118,0.125,0.112,0,0.9358208955223881,-0.12859979879343814,0,medium
M08740,51.6,96.5,43.3,0.212,0.521,0.05,1,1.87015503875969,-0.02032126698282266,0,high
M08741,155.8,168.6,140.8,0.093,0.357,0.137,0,1.0821566110397944,-0.1430645741550089,0,medium
M08742,112.6,117.5,109.9,0.075,0.142,0.074,0,1.0435168738898757,-0.17233680495168846,0,low
M08743,76.8,86.5,75.3,0.074,0.217,0.202,0,1.1263020833333335,-0.14528425930556105,0,medium
M08744,24.7,47.5,20.2,0.538,0.431,0.191,1,1.9230769230769231,0.060303408228906896,1,high
M08745,141.0,140.7,154.6,0.045,0.351,0.35,0,0.9978723404255319,-0.04004463053495377,0,high
M08746,78.9,107.2,80.5,0.39,0.49,0.131,1,1.358681875792142,-0.04220379079792402,0,high
M08747,112.8,119.2,112.8,0.101,0.141,0.02,0,1.0567375886524824,-0.14471777729957508,0,medium
M08748,161.4,160.2,167.5,0.091,0.106,0.19,0,0.9925650557620816,-0.10709772037795656,0,high
M08749,260.8,262.2,260.7,0.089,0.298,0.134,0,1.005368098159509,-0.03941468300773099,0,high
M08750,164.6,159.1,172.7,0.026,0.346,0.127,0,0.9665856622114216,-0.1417742177675136,0,medium
M08751,109.3,103.5,112.0,0.093,0.325,0.118,0,0.9469350411710887,-0.16791930371083236,0,low
M08752,188.9,182.3,192.1,0.105,0.279,0.152,0,0.965060878771837,-0.1161046310614604,0,high
M08753,155.2,152.7,160.0,0.053,0.231,0.02,0,0.9838917525773195,-0.15559873971381266,0,medium
M08754,91.6,85.2,95.1,0.041,0.281,0.025,0,0.9301310043668123,-0.16263654566448482,0,low
M08755,135.9,228.0,136.5,0.427,0.525,0.064,1,1.6777041942604856,0.0350392765523464,1,high
M08756,254.5,250.0,259.5,0.102,0.265,0.046,0,0.9823182711198428,-0.049800909741730126,0,high
M08757,158.7,169.4,174.9,0.086,0.294,0.061,0,1.0674228103339636,-0.15430346089834185,0,medium
M08758,59.6,58.2,59.8,0.041,0.256,0.05,0,0.9765100671140939,-0.14533417023032513,0,medium
M08759,81.7,75.3,86.1,0.034,0.244,0.051,0,0.9216646266829864,-0.1643866415631457,0,low
M08760,88.5,78.5,82.8,0.109,0.153,0.095,0,0.8870056497175142,-0.14964625984521035,0,medium
M08761,48.8,92.6,48.7,0.283,0.589,0.105,1,1.8975409836065573,-0.007925951562889777,0,high
M08762,133.4,128.9,119.1,0.057,0.232,0.085,0,0.9662668665667167,-0.17175775973924318,0,low
M08763,50.9,93.8,61.7,0.364,0.39,0.041,1,1.842829076620825,-0.027026610218237712,0,high
M08764,123.6,141.3,134.6,0.005,0.355,0.123,0,1.1432038834951457,-0.13258977642410358,0,medium
M08765,109.1,181.6,106.4,0.536,0.518,0.02,1,1.6645279560036663,0.0370874801469141,1,high
M08766,209.9,201.4,200.6,0.012,0.322,0.078,0,0.9595045259647451,-0.08629838920521615,0,high
M08767,181.4,190.4,188.4,0.065,0.215,0.042,0,1.0496141124586549,-0.1378400362151445,0,medium
M08768,172.9,165.9,172.3,0.049,0.379,0.077,0,0.9595141700404858,-0.1399335346227647,0,medium
M08769,206.2,196.8,218.9,0.087,0.118,0.14,0,0.9544131910766247,-0.0849165236256566,0,high
M08770,242.5,238.5,237.3,0.076,0.284,0.065,0,0.9835051546391752,-0.0680361391809422,0,high
M08771,116.9,120.5,102.7,0.03,0.267,0.05,0,1.0307955517536356,-0.17866811038874414,0,low
M08772,126.8,127.8,117.2,0.03,0.109,0.078,0,1.0078864353312302,-0.15217297437869604,0,medium
M08773,59.1,60.7,58.3,0.065,0.304,0.048,0,1.027072758037225,-0.15269691054623702,0,medium
M08774,114.2,174.0,123.7,0.403,0.483,0.11,1,1.5236427320490367,-0.027335741423276883,0,high
M08775,68.3,69.0,69.4,0.092,0.2,0.055,0,1.0102489019033676,-0.17035135861051964,0,low
M08776,65.9,67.6,76.4,0.035,0.151,0.121,0,1.0257966616084975,-0.16127099906751036,0,low
M08777,131.3,132.7,116.5,0.04,0.311,0.115,0,1.0106626047220104,-0.17568884872703855,0,low
M08778,235.2,237.5,243.8,0.056,0.192,0.051,0,1.0097789115646258,-0.0662543647416921,0,high
M08779,66.4,141.3,58.4,0.335,0.424,0.029,1,2.128012048192771,-0.006251526758634829,0,high
M08780,155.9,156.7,156.7,0.002,0.325,0.027,0,1.005131494547787,-0.14767561417432934,0,medium
M08781,125.1,122.2,115.8,0.073,0.264,0.11,0,0.976818545163869,-0.18157151854162135,0,low
M08782,100.7,103.1,107.4,0.017,0.339,0.041,0,1.0238331678252233,-0.16767127559024403,0,low
M08783,55.1,61.5,57.2,0.076,0.338,0.135,0,1.116152450090744,-0.1411590785955278,0,medium
M08784,110.1,114.0,115.0,0.018,0.318,0.039,0,1.0354223433242506,-0.1700005604758763,0,low
M08785,168.0,165.2,167.4,0.099,0.181,0.122,0,0.9833333333333333,-0.14691798218402347,0,medium
M08786,127.2,129.1,125.7,0.12,0.287,0.271,0,1.014937106918239,-0.08524794907648464,0,high
M08787,110.8,102.3,112.2,0.031,0.245,0.072,0,0.9232851985559567,-0.15833970518795376,0,low
M08788,55.3,61.6,43.2,0.052,0.162,0.184,0,1.1139240506329116,-0.09685488867466474,0,high
M08789,91.9,92.2,98.5,0.075,0.154,0.149,0,1.0032644178454841,-0.1759218044409926,0,low
M08790,183.3,193.8,175.4,0.078,0.268,0.041,0,1.0572831423895253,-0.14238171222982376,0,medium
M08791,82.5,121.8,86.4,0.213,0.667,0.167,1,1.4763636363636363,0.008093255584921466,1,high
M08792,146.5,146.2,163.1,0.061,0.119,0.025,0,0.997952218430034,-0.14122050794175062,0,medium
M08793,198.5,208.6,191.5,0.061,0.309,0.079,0,1.05088161209068,-0.12236583060825851,0,medium
M08794,132.2,138.6,133.1,0.058,0.38,0.076,0,1.048411497730711,-0.1689241150553385,0,low
M08795,38.7,38.2,39.6,0.118,0.172,0.178,0,0.9870801033591732,-0.06847489391736072,0,high
M08796,98.6,105.2,97.9,0.107,0.36,0.076,0,1.0669371196754565,-0.17443899984503664,0,low
M08797,87.3,90.0,88.0,0.053,0.244,0.127,0,1.0309278350515465,-0.1877674507099068,0,low
M08798,181.8,180.7,171.1,0.102,0.311,0.103,0,0.9939493949394939,-0.1513563473558308,0,medium
